,Review,Stars,Dt,City/St,City,State,Retailer
1618,"Opened up check for first time, gave to clerk at Walmart to cash, with from one register to another, give me a printout of 3rd party vendor... I called, typed in reference number, it's telling me that my stimulus check has already been cashed!!@ How is that when I just received in the mail... Walmart money center will not embarrass me again, their software suck and apparently the 3rd party... I think that it went through the first time...but clerk went to different register. I now have to call the US treasury and/or IRS. Could not buy any groceries behind this mishap.",4," April 13, 2021","Chattanooga, TN",Chattanooga, TN,Walmart
1619,I'm one like others used Walmart stores for shopping. But since the pandemic until today's day the service change even the policy for returns stuff become more UNACCEPTABLE and no sense. I was last week in one of Walmart store and for 20 minute I was waiting in customer service line. More than 10 people complain about Walmart service. I called the management to give feedback about that and hopefully they take action and really can see the old Walmart who we know because this with continue will be losing more customers and people complain.,4," April 12, 2021","Anaheim, CA",Anaheim, CA,Walmart
1620,I purchased Krispy Kreme Donuts at Walmart. The next day at work I ate one. The second donut as I went to pick it up I noticed hairy mold growing on it. Afterwards I threw up twice and the next day I couldn't stay off the toilet. I informed both companies and neither one seem concerned. Walmart is blaming Krispy Kreme yet they put the product on the shelf. Walmart told me they forwarded my incident report to Krispy Kreme and that I need to reach out to them. I have reached out and still have not received a call from Krispy Kreme as I contacted the claims department. I was really sick and Walmart nor Kripsy Kreme cares.,4," April 6, 2021","Pompano Beach, FL",Pompano Beach, FL,Walmart
1621,"I ordered 2 bunk beds, paid and waited for a refund for over a week for in the 2nd bunk bed came but only one of the boxes. Called customer service and got put on hold. Well it has been 15 mins and I am still on hold.",4," March 26, 2021","Tacoma, WA",Tacoma, WA,Walmart
1622,"AIMING at my child will get Walmart BANNED in my home. Walmart and PS5 put something out to get kids to come on and order ps5. Well, kids are harrasing parents now for months for this piece of ** and then we finally say yes. He saved his own money...he can get it. They have the kids go on walmart.com and order because a ""release"" is happening. He hits add to card in second 1, and they are out of stock. Then we are ALL on every 10 minutes for a release trying to get one into the cart. Out of stock in 1 second? I don't know why they would do this if they don't have product but it's such a time waste, I will not order or shop THERE anymore. I AM DONE. These kids have enough to deal with this year... Stop playing psych games.",4," March 18, 2021","Sparks, NV",Sparks, NV,Walmart
1623,"I went and bought the card because I was in an urgency to buy something. Registration? I got the message ""It is in the process""... tried a couple times, now I get the message ""you have entered an invalid number"". Call, no human to answer. These stores are happy with taking your money. Go to the store, customer service. The poor clerk couldn't figure it out either, and was as frustrated as I was, because she couldn't get anyone on the phone... The card is not working, no customer service available, and the package doesn't say anything about ""Oh... by the way, you'll have to wait 48 hours while we decide to perhaps give you your money. That way we can invest and get even more rich with your stuff while you have to suffer you little maggot..."" Stay away from Walmart. Support local.",4," Feb. 24, 2021","Mountain View, AR",Mountain View, AR,Walmart
1624,"I have ordered a hidden camera via Walmart online but I received a memory card. After 2 months and 4 contacts with supplier through their website and 2 chats with Walmart directly, there is still no solution about the camera. Every time after I have contacted them, I will receive response email within 24 hours asking me send them pictures of what I received or ask me to tell the story again. After I have replied with what they asked for, then there is no more follow up from them. After I have replied their email again and again, finally they have suggested me to keep the memory card and no mention about the camera.",4," Feb. 19, 2021","Other, Other",Other, Other,Walmart
1625,"Walmart.com pick-up/Delivery is getting worse & worse, the things I want saved in my items are not being saved, while things I've bought but I don't want to be saved are there & I can't seem to remove them permanently. Now it takes forever for me to put in an order, even from my list. Also, more & more of my item are no longer available for curbside pick-up or delivery, which doesn't make sense during this time of COVID-19 Pandemic. No one seems to be fixing the glitches but they've added a new useless tab. Makes me want to try Publix delivery.",4," Feb. 15, 2021","Jacksonville, FL",Jacksonville, FL,Walmart
1626,"I ordered a bed online from Walmart Dec. 19th. I checked on the status of the shipment a week later and it hadn't moved, so I called the Wal Mart customer service number. They said there was an issue with the order, I could either cancel or re-order, I cancelled. I waited seven days, no refund. So I called again and went through the whole process all over. I waited several more days, no refund. So I go online to their chat option and finally I get my refund. They sent someone to pick the item up, they went ahead and shipped it AFTER I cancelled the order, that pick up took place two weeks ago. I just checked my account and Wal Mart has charged me, again, for the SAME ORDER I CANCELLED. These people are INCOMPETENT. I will never order from them again. IF I could choose a zero, I would. Never again...",4," Feb. 9, 2021","Mount Olive, IL",Mount Olive, IL,Walmart
1627,"I ordered 4x6 photo from Walmart.com on 16th Jan. In order tracking it showed me photo is printed and delivered to store on 22nd Jan by Fedex. After the estimated date of delivery which is 25th Jan. it started showing delayed on my order. I contacted customer support, they told me to check with store. I went to store, check with pickup and photos department with my order id. Both don't have any clue about my package. I told them name of the person who received order using Fedex tracking id. They said no one with this name works here.",4," Feb. 6, 2021","Fremont, CA",Fremont, CA,Walmart
1628,"I love Walmart's grocery anytime delivery service (12.00/mo). We're a couple in our 80s, and between winter weather, heavy traffic, and the pandemic, we rely heavily on this service. Excellent service and great drivers!",4," Feb. 4, 2021","Topeka, KS",Topeka, KS,Walmart
1629,"Jan 26, 2020 Order **, Last 7 number, I went to pick up at Norwich, Ct a paid for new Tv, when the lady that delivered a refurnish and open box with clear tape at the opening and when examine inside found fingerprints in the screen. As of today, 4 Feb 21, the fund of payment has not being release as requested by Walmart.com to my bank. Why am I being punish when Walmart is the one at fault?",4," Feb. 4, 2021","Taftville, CT",Taftville, CT,Walmart
1630,"Every time I go to Wal-Mart, there is never hardly ever any lines open to cash out. I have to wait a long time in line. My feet hurt and I get tired. I am sometimes needing to catch a ride and miss it or have to rush. I'm so tired of all this. Their deli food is always out when I want a hot meal.",4," May 28, 2018","Winter Haven, FL",Winter Haven, FL,Walmart
1631,I do a lot of shopping at Walmart. One area they could improve on is keeping things in stock better. There have been many times they were out of the things I wanted to purchase. Sometimes it took weeks to restock.,4," May 27, 2018","Farmington, UT",Farmington, UT,Walmart
1632,Usually has what I want but the quality is not as great as other stores. The service is pretty good though and the price is fair. I like the big variety of items and having the food market and everything else is a big plus.,4," May 27, 2018","Algoma, WI",Algoma, WI,Walmart
1633,"I don't enjoy going to Wal-Mart, but in the town we live in it's all we have, besides 2 grocery stores. Prices for most items are cheaper & I can usually find a wide variety. Seems like I'm going to Walmart every other day!",4," May 27, 2018","Arkansas City, KS",Arkansas City, KS,Walmart
1634,"Value is good, one stop shopping is good. But service is lousy; hard to find someone to help and sometimes they don't speak English (should be a requirement, in my opinion.) Employees are generally surly and negative.",4," May 27, 2018","Missouri City, TX",Missouri City, TX,Walmart
1635,"Self check out has professional help that the other stations should have also. When busy they need more check out lanes open. People don't like to stand and wait when there are workers standing around the checkouts that could be helping the customers. Also a smile or ""thank you for shopping at Wal-Mart"" would also be appreciated when we pay and leave.",4," May 26, 2018","Halstead, KS",Halstead, KS,Walmart
1636,Not too many great deals and just regular pricing but not bad overall. No trace of Thanksgiving but Christmas was everywhere. Most employees cleaning up from Black Friday. Store was in disarray.,4," May 25, 2018","Snellville, GA",Snellville, GA,Walmart
1637,"Walmart neighborhood grocery is closest. I go often for many needed items. It is big, clean, lots of organic, lower prices than Publix. Lot more traffic.",4," May 25, 2018","Cape Coral, FL",Cape Coral, FL,Walmart
1638,"Store was clean and people were helpful. Cashier helped move bag around in cart. But need more motorized carts. And carts need bigger baskets. Need more handicapped parking, too.",4," May 24, 2018","Columbia City, IN",Columbia City, IN,Walmart
1639,They need to bring back store greeters on a permanent basis. They also need to have more 'floor walkers' to help shoppers. They need to understand and speak English. I had a person help me. She was nice and polite but it was difficult getting her to understand me and vice versa.,4," May 23, 2018","Linden, NJ",Linden, NJ,Walmart
1640,"My main concerns are not related to the products sold. I am concerned about the employees' pay, and some of the treatment that I have witnessed firsthand while in the store. In one department, a manager was literally yelling disrespectfully at a couple of workers. I felt that redirection of any kind should be done in private, especially given the fact that they are frequently both poorly paid as well as being the breadwinner of a family.",4," May 23, 2018","Charleston, South Carolina",Charleston, South Carolina,Walmart
1641,I always enjoy shopping at Wal-Mart. I can always find what I want and at a reasonable price. Sometimes I even go there just to hang out to waste some time.,4," May 23, 2018","Fountain Inn, SC",Fountain Inn, SC,Walmart
1642,"Walmart has great prices and usually quality items; particularly, drapes, sheets, other household items. They also have great grocery items and bread. Their meat like steak, chops is not good; however, hams, turkeys are great.",4," May 23, 2018","Soldotna, AK",Soldotna, AK,Walmart
1643,Wal-Mart has very good customer service people and good prices on most of their products. The only downfall is how big their stores are. They are GIANT which makes it hard for some people like me to get some items. Like having to go all the way to the back of the store for a quart of oil for the car is ridiculous. Maybe they could have an ESSENTIALS DEPARTMENT near the front of the store with things like oil and shampoo and Toilet paper and ice cream and other essentials that people can quickly get to so they can get in and get out FAST. Other than that you guys ROCK!!!,4," May 23, 2018","Placentia, California",Placentia, California,Walmart
1644,"Walmart's a great store. The Honey Crisp apples in there are often times much fresher than the apples I can get at my grocery store. They have a lot of fresh produce and other items that I only go there for. The customer service is an odd thing at Walmart. I have received good customer service at Walmart the few times I've had to go to the customer service counter, never a problem there. But I have noticed the checkout lines move very slow and it is daunting when I'm approaching the checkout and see a long line because I know it's going to be slow moving. I'm used to self-service checkouts where I can move as fast as I want and other stores where the cashiers move really quickly. But Walmart is a slow-paced check out line. But for the goods Walmart provides at low prices, it's worth the slow moving lines. But it's not always slow, sometimes I get lucky and there's not a lot of people in the express lane and I actually can breeze through.",4," May 22, 2018","Warminster, PA",Warminster, PA,Walmart
1645,"The store is normally clean, well stocked and organized. There is a wide variety of selections in each category. And the employees are friendly, helpful and eager to accommodate.",4," May 22, 2018","Orangeburg, SC",Orangeburg, SC,Walmart
1646,"Some are more helpful and knowledgeable than others. Some are more willing to make an effort than others. Clerk in sewing was okay, but not great. Her knowledge was limited, as was her effort. The manager in frozen foods was excellent. He cared enough to take the time. Two female clerks went way out of their way to be helpful. The clerk in the drug store section was helpful.",4," May 22, 2018","Lehigh Acres, FL",Lehigh Acres, FL,Walmart
1647,I do the majority of my grocery shopping at Walmart because of the wide variety of products in one store! I buy my produce elsewhere as I have had quality issues with that. Otherwise I’m totally happy supporting our local Walmart.,4," May 22, 2018","Mead, Nebraska",Mead, Nebraska,Walmart
1648,"The prices have increased much too high at Walmarts. It was a pleasure and a savings to shop Walmart at one time, now it's all changed. Please bring the original Walmart prices and merchandise back. Thank you.",4," May 21, 2018","New York, NY",New York, NY,Walmart
1649,"I shop at our local Super Walmart almost daily primarily because I live in the Mojave Desert 100 miles from anything else. Walmart carries most everything that I need, although they are out of stock constantly. This is my biggest complaint about Walmart. Their inventory control is POOR especially for such a giant company. The local store has NO input on this at all, which shows a lack of interest in customer satisfaction. Have had to wait 3-4 weeks on many occasions. Quality of products is improving.",4," May 21, 2018","Ridgecrest, CA",Ridgecrest, CA,Walmart
1650,"Walmart has competitive prices, easy returns, average quality, but often long lines and few cashiers. Other than returns, customer service is poor. If you know what you want, it is a good one stop shopping destination.",4," May 21, 2018","Prosperity, SC",Prosperity, SC,Walmart
1651,"The supply is always there. And having the options of store brand and ""Brand"" name is always good. Having so many different things under one roof too makes for a complete and quick shopping trip. Produce is always fresh too.",4," May 21, 2018","The Woodlands, TX",The Woodlands, TX,Walmart
1652,Wal-Mart need to do more cross training at the registers with those who can approve exceptions. Like refunds and discounts on purchase when the customer has been inconvenienced.,4," May 20, 2018","Vancouver, WA",Vancouver, WA,Walmart
1653,"Everything is good at Walmart except sometimes the lines at the registers are too long. Otherwise, my experience at Walmart is usually a positive one.",4," May 20, 2018","So River, NJ",So River, NJ,Walmart
1654,They need to have more checkouts open and stock the shelves better. They have hired a lot of new people but some of the items on the shelves need to be restocked.,4," May 18, 2018","Oregon, Illinois",Oregon, Illinois,Walmart
1655,It seems if you shop at Wal-Mart during the day there are more people willing to help you and they are easier to find. Shopping at night can be a little more involved. They seem to do a lot of stocking shelves at night so you are not only going around huge pallets filled with merchandise but it is also hard to find someone to help you.,4," May 18, 2018","Bristol, Pennsylvania",Bristol, Pennsylvania,Walmart
1656,"When shopping at Wal-Mart, the store is one big maze. I like to get what I need and leave. I still go back to Wal-Mart. The grocery store has excellent produce.",4," May 18, 2018","Omaha, NE",Omaha, NE,Walmart
1657,"Shopping at Brown Deer Walmart is dangerous, everyone I know has been taken by pickpockets and there are always thugs hanging around in the parking lot. I buy my diabetic test strips there at the excellent price of 100 for 17 bucks. That's why I go there.",4," May 17, 2018","Brown Deer, WI",Brown Deer, WI,Walmart
1658,"Walmart is a great place to shop with a lot of variety in merchandise. If I can't find what I want in another store, I know that Walmart will usually have it and at a better price. The only concern I may have is sometimes the employees aren't always polite and that may be because sometimes customers aren't very nice to them. Anyway, I will shop Walmart in store and online. I always check them first.",4," May 17, 2018","Waynesville, MO",Waynesville, MO,Walmart
1659,"I shop at Walmart because prices are lower than pet store chains. I have 20+ cats and 4 dogs, so we go through a lot of food so price is the biggest factor.",4," May 10, 2018","Middletown, OH",Middletown, OH,Walmart
1660,"Walmart always has great prices, but they don't always have the same products. I'm going to try chewy.com for my next order, perhaps they will have the brands I like and good prices.",4," May 7, 2018","Solvang, CA",Solvang, CA,Walmart
1661,"I usually shop at Walmart for my cat supplies. However, the selections are few. That does not affect what my cat likes. The main problem is being out of the product I am looking for and no associate available to request help.",4," May 6, 2018","Austin, TX",Austin, TX,Walmart
1662,The Walmart store has signs so customer can find items easy. The pet items are in order and priced. And at good value for money. Inexpensive. A variety to choose from. I visit The Walmart on 190 Street Normandie Los Angeles.,4," April 28, 2018","Los Angeles, California",Los Angeles, California,Walmart
1663,This store is always helpful and they almost always have what I need for my dogs. The only complaint that I have I always have to go to another store or order my dogs flea and tick medicine.,4," April 27, 2018","Sunbright, Tenn",Sunbright, Tenn,Walmart
1664,"My main shopping online site. I find great values price wise. I shop wisely though... Reading many reviews also helps to make a decision. I live on a fixed government income so I have to shop within my means. 95% of all purchases are exactly what I want. If I have a problem Walmart has always given me credit. NO PROBLEM. Free shipping at $35, usually arrives within 2 days.",4," April 25, 2018","Canton, OH",Canton, OH,Walmart
1665,"They should expand their cat food selection. There aren't hardly any healthy varieties whose 1st ingredient is meat. Most all list corn as the main ingredient. Cats are carnivorous, meat eaters! I see numerous varieties of natural, meat, dog food. Beef, chicken, salmon, turkey, venison, etc...; ie: Walmart carries Rachael Ray brands of dog food, but none for cats.",4," April 25, 2018","Keaau, HI",Keaau, HI,Walmart
1666,I love looking through the pet supplies. They have a large variety and I can usually find what I need. The price is usually good compared to other places. But they could use more help to assist their customers in need of help.,4," March 28, 2018","Spring, Texas",Spring, Texas,Walmart
1667,"The staff is very helpful if I have questions. They carry the regular brands and the special brands, and the selection is great. It is nice having a store within driving distance to fulfill my pets needs.",4," March 27, 2018","Croghan, NY",Croghan, NY,Walmart
1668,"I shop at Walmart for my pet needs because they carry all the products that I buy and use, at the lowest prices. I've checked Petco and PetSmart, and Walmart just beats their prices on everything I buy.",4," March 27, 2018","St. Louis, Missouri",St. Louis, Missouri,Walmart
1669,"Marshal, TX has a great Wal-Mart store...fresh veggies too. Many sales...but no longer has ""price match"". Cashier’s fast and employees usually are helpful once they get off their cell phones.",4," March 26, 2018","Jarrell, TX",Jarrell, TX,Walmart
1670,My local is ok but not consistent on what they carry. My animals like something then they don't restock. Then two months later they restock it again and it's so frustrating. I get so upset.,4," March 26, 2018","Newport, Tennessee",Newport, Tennessee,Walmart
1671,"Walmart has a good selection of various pet foods, toys, treats, to choose from for your pet. They also carry a variety of things such as cat litter and leashes, bowls, etc. Their prices are very competitive and in most cases, a lot cheaper than their competition.",4," March 25, 2018","Brooksville, Florida",Brooksville, Florida,Walmart
1672,Checkout is overcrowded since staff was cut (in this area) but the new 'pickup system' is very good. Basic household & health items are well-priced but fresh food is more costly than local grocery stores.,4," March 22, 2018","Sun City, Arizona",Sun City, Arizona,Walmart
1673,Walmart's pretty good for the price... not as many options but the not a pet store! I can usually find what I need and like I said can't beat the prices!,4," March 21, 2018","Wilminton , NC",Wilminton , NC,Walmart
1674,"I went to electronics, picked out a couple of speakers for my TV with some advice from the clerk behind the counter. Good advice, speakers work great! Whenever I have had any problems with a product WalMart has always allowed me to return it with absolutely no problem.",4," March 20, 2018","Ashtabula, Ohio",Ashtabula, Ohio,Walmart
1675,Wal-Mart's prices are low. They have good cashiers and good people that works for me. I really like the Walmart on Broad Street in Brooksville Florida. It's clean. The store of all the Walmart stores I seen the managers are really nice. They're there to help you out when you really need the help.,4," March 19, 2018","Brooksville, FL",Brooksville, FL,Walmart
1676,I have always found shopping at Wal-Mart to be an enjoyable experience. The stores are clean and organized. Most of the employees are very helpful and willing to go that extra mile to make your shopping trip an enjoyable one.,4," March 18, 2018","Philadelphia, PA",Philadelphia, PA,Walmart
1677,They always have the dog food brand my dogs like. I know that if it's out in one store I can always go to Walmart and get it and the price is sometimes less than other stores.,4," March 17, 2018","Stockton, California",Stockton, California,Walmart
1678,"Always have what I need and prices are good. However, customer service is awful. No one speaks English and cashiers are very unpleasant. This is in my area which is CT.",4," March 17, 2018","Danbury, CT",Danbury, CT,Walmart
1679,Wal-Mart has the lowest prices on pet supplies. I know the pet food is fresh and I am not paying more than is necessary. I don't want to buy dry pet food that has been sitting on the shelf for a extended period of time because the store tried to overcharge for said product.,4," March 16, 2018","Jonesboro, AR",Jonesboro, AR,Walmart
1680,Overall not too bad. Convenient to pick pet food while shopping and most times have what I'm looking for. I hear PetSmart help with dog charities. I like that. I'm big on animal welfare. They don't have a voice. Too much abuse going on.,4," March 16, 2018","Wasaga Beach, Ont",Wasaga Beach, Ont,Walmart
1681,"Some stores do not have rocks for fish tanks so I had to stop by several different stores to find them, but that store had a large assortment to choose from.",4," March 14, 2018","Dallas, TX",Dallas, TX,Walmart
1682,"My husband and I have shopped at Walmart for years, sometimes 3 times a week. Haven't had any problems with our shopping experience at Walmart. Some of the cashiers are friendly, so we go to the cashiers that we know and avoid the cashiers that are unfriendly! Walmart has a good selection of mdse. at reasonable prices. I like their holiday assortment of mdse. The best. Over the years we have spent a lot of money buying mdse. from Walmart. I prefer the super Walmarts because of the grocery dept. where we often shop.",4," March 1, 2018","Williamsburg, Virginia",Williamsburg, Virginia,Walmart
1683,"Walmart had exactly what I was looking for my pets. Found everything easy and in a timely fashion, like the treat, food, and toys for my cats, all conveniently organized in the aisles for pets supplies.",4," Feb. 27, 2018","Brooksville, FL",Brooksville, FL,Walmart
1684,"My problem with Walmart is being out of a product you have gone to purchase and then having to go to another store for the item and also, not being able to find an associate for help when needed. Items too high on the shelf and too far back on the shelf to reach and no associate available.",4," Feb. 27, 2018","Austin, TX",Austin, TX,Walmart
1685,"Walmart employees are a super lot, they do their best to help me find the items I am wanting to buy, if it isn't currently in stock at my location; either they give instructions on how to order online or will enter info in computer setup so it can be in the store for me in no time at all. If I can buy the same brand/flavor of dog/cat food I would be much happier. Overall, I am pleased with their service.",4," Feb. 26, 2018","Cassville, MO",Cassville, MO,Walmart
1686,"Prices and selection are good enough for a superstore that isn't just a pet store. Pet toys, grooming, health and food supplies are a nice variety with good prices.",4," Feb. 25, 2018","Evansville, IN",Evansville, IN,Walmart
1687,"I do some grocery shopping at Walmart to save money and also try to find clothing, ie, sweats and casual shirts there that fit. I definitely like the prices on most of their items, however, some of the items are very cheaply made, you just have to be wise in your decisions, and they are ALWAYS out of stock of at least one item on my grocery list. They need to keep their shelves stocked better.",4," Feb. 25, 2018","Lincoln, NE",Lincoln, NE,Walmart
1688,"Sometimes the items are out of reach on the shelf, the variety is not bad and the prices make it easy to stock up on basics. I liked finding the tiny sized cat litter in silica form. My hidden litter box smelled good and the kitty liked it.",4," Feb. 24, 2018","Danville, California",Danville, California,Walmart
1689,The store was pick over and there was no help to find chat I was looking for. I found a nice young lady in the video department and she help me. Even walk me to the right place and answer all the questions.,4," Feb. 24, 2018","Clovis, CA",Clovis, CA,Walmart
1690,I love Walmart and it's my first store of choice because of the value of product especially for my fur babies. Customer services is good and as are the prices.,4," Feb. 22, 2018","Santee, CA",Santee, CA,Walmart
1691,I like being able to shop and compare pricing to others and always find a great deals at Walmart. I have 2 small Shih Tzus and 1 very large Malamute and I find something for both.,4," Feb. 21, 2018","Pulaski, TN",Pulaski, TN,Walmart
1692,Cashier lines too long. Don't like self-checkouts. Store outfitted with Christmas stuff when Thanksgiving not even here yet. Didn't have all I was looking for.,4," Feb. 21, 2018","Sunbury, PA",Sunbury, PA,Walmart
1693,"I find often they are out of the products I purchase a lot of. They also don't keep that area as clean and organized as I would like to see, for example putting all the dog biscuits in one area, they seem to be spread out all over that dept.",4," Feb. 20, 2018","Charlotte, NC",Charlotte, NC,Walmart
1694,I enjoy going to Wal-Mart. I am disabled and sometimes there are no electric carts. They stay broken or not charged up. Not having to wait has great. The bakery was wonderful too.,4," Feb. 20, 2018","Asheboro, NC",Asheboro, NC,Walmart
1695,"I like shopping at Walmart for my pet needs... They always have a variety of foods, snacks, toys, and other supplies you need. Prices are always the best of any place around... and if I have any questions, someone has always been around to help and answer what I need...",4," Feb. 19, 2018","Fruitland Park, FL",Fruitland Park, FL,Walmart
1696,Well it could have been a lot worst than it was but with boxes and things all out in the floors it is a wonder someone does not get hurt. The aisle are just too small with everyone trying to get down the one aisle. The way things are just throw around by the ungrateful customer makes it hard to find the right thing for yourself or anyone else. Perhaps they should see about hiring new people that wants a job.,4," Feb. 18, 2018","Milton, FL",Milton, FL,Walmart
1697,"Walmart has fair pricing on most of their pet products but if you need help from an associate you are out of luck. Try finding someone to help you load a 50 pound bag of dog food. I always wound up getting help from a good Samaritan customer. Also, the selection of items used to be much better or more varied than it is now. It's down to the bare basics in the pet department at my local Walmart.",4," Feb. 17, 2018","Snow Hill, North Carolina",Snow Hill, North Carolina,Walmart
1698,Shopping at Walmart is easy. Products are laid out well. They have different brands to choose from. Easy access to electric chairs for handicap people like me so I do most of my shopping there.,4," Feb. 17, 2018","Land O Lakes, Fl.",Land O Lakes, Fl.,Walmart
1699,Well it's Walmart! Not too much variety on products but the immediate necessities for my precious pets anyway. The price is fair. The customer service terrible but like I said it's Walmart. Can't expect more from employees.,4," Feb. 15, 2018","Hialeah, FL",Hialeah, FL,Walmart
1700,"Very helpful clerk, friendly and courteous, good prices. As I am handicapped, I was even asked if I wanted help taking my purchases to the car. OH yes, store was nice and clean and shelves stocked, not like some stores I have visited.",4," Feb. 15, 2018","Mesa, Other",Mesa, Other,Walmart
1701,"I'm not surprised to see nothing but negative reviews here, because when something goes wrong, that's when we want to let everyone know (I do this, too)... But try to remember that Wal-Mart is a massive enterprise handling hundreds of thousands (maybe millions) of transactions every single day and once in a while something is going to go wrong.",4," Jan. 14, 2018","Roanoke, VA",Roanoke, VA,Walmart
1702,"WalMart offers decent dollar value but nothing in terms of customer service of expertise. Provided you are an educated consumer WalMart offers several name brand items at a reduced cost to the larger pet specialty stores. However, the staff is not knowledgeable if and when you can find a person to actually help. When I decided to purchase a new puppy I went to PetSmart. Priced all the items I would need and then went to WalMart to do a comparison and by far I saved myself a good 25% if not more on certain items.",4," Jan. 4, 2018","Pittsburgh, PA",Pittsburgh, PA,Walmart
1703,"If you go to Walmart Neighborhood Market, they are much smaller than Walmart Supercenter and therefore they have a much smaller variety of products. I shop there most often but if I need some specific I will go to the Supercenter to get it.",4," Dec. 27, 2017","Port Richey, Florida",Port Richey, Florida,Walmart
1704,I Live in a rural area in CA. The closest pet store is about 30 miles. Without Walmart I don't know what I do. Sure we have a local feed store but there isn't any selection and the dogs won't eat the food. The only other choice is Petco and who can afford that with 16 mouths to feed.,4," Dec. 26, 2017","Rackerby, CA",Rackerby, CA,Walmart
1705,This store is convenient. It has what I need and the people are very helpful. I have even been able to order things with them and send the items to friends and family with no hassle. They are also willing to go the extra mile to make me and my pet happy!,4," Dec. 23, 2017","Portsmouth, New Hampshire",Portsmouth, New Hampshire,Walmart
1706,I have always been able to pick up what I need. They usually have a great selection of items to pick from and almost always have what I want. The prices are always reasonable too.,4," Dec. 22, 2017","Grand Rapids, Mi.",Grand Rapids, Mi.,Walmart
1707,Need more help to help more people find the things we need. The prices are ok but need more brands and more things like collars for small puppies.,4," Dec. 22, 2017","Wellston, Michigan",Wellston, Michigan,Walmart
1708,Walmart has a wide variety of foods. They have the average and below average food of what I would think of giving my pet (child). I usually buy the more expensive food in refrigerator. They help me spend for my budget for both animals (4) and human 3 within my budget. I prepare my babies one half human food. They are over 10 year plus. One cat is 16 and very healthy. Sales and coupons really help me keep everyone healthy and well on a limited budget.,4," Dec. 20, 2017","Orland, CA",Orland, CA,Walmart
1709,I went to Walmart looking for a harness or collar. The Walmart brands are not that sturdy for large dogs but they have lots to choose from and I was very pleased.,4," Dec. 13, 2017","Axton, VA",Axton, VA,Walmart
1710,"I usually buy all my pet food at Walmart and occasionally a pet bed. I've been satisfied with the quality of everything I buy, taking pricing into consideration. The staff help in Walmart and tries hard to assist with any questions. But if I need collars or harnesses, or specialty foods, I shop elsewhere.",4," Dec. 10, 2017","Simpsonville, South Carolina",Simpsonville, South Carolina,Walmart
1711,"Has the best prices on canned dog food, as I have five dogs use a can daily. Also the bird seed was a great value, unfortunately not allowed to feed the pigeons anymore.",4," Dec. 8, 2017","Oxnard, CA",Oxnard, CA,Walmart
1712,"Wal-Mart does not have the selection of Pet Stores and a lot of the high end dog foods. But they have a good selection of low and middle price dog food and a good selection of toys, collars, and leashes.",4," Dec. 6, 2017","Ellijay, Georgia",Ellijay, Georgia,Walmart
1713,When I could not find an item I had been looking for and I asked several employees where it was... First I was ignored and that upset me. Then an employee said they didn't carry the item anymore and that was clearly lie. Then an employee said they did not know. And stopped at that. So I found someone that I thought was a manager. He was but not for that store but helped me. He apologized for the others and said he would make sure my Complaint was known to the store manager.,4," Dec. 5, 2017","Edmond, Oklahoma",Edmond, Oklahoma,Walmart
1714,"I always shop at Walmart for my pets mostly because I find everything I need for my their grooming at a reasonable price since I have 3 dogs. From repellents, shampoo, cologne, nail clippers, conditioners etc. They also have a wide selection of beds, mats, and crates. Collars are always cute and fun with matching leashes.",4," Dec. 5, 2017","Houston, TX",Houston, TX,Walmart
1715,"Some item are rather expensive, like the smoked pig ears... I usually buy the big box of dog cookies, It is around 6-7 dollars and last a long time.",4," Dec. 4, 2017","Perry, Florida",Perry, Florida,Walmart
1716,"I go to one of the larger Wal-Marts and it has a fairly large pet department. I can usually find whatever I need for my two cats there, and the prices are usually better than what I would find in a standalone pet store. I can also buy other types of items that I need while I am there, so it eliminates an extra stop.",4," Dec. 3, 2017","Houston, Texas",Houston, Texas,Walmart
1717,My experience has been good. The store clerks are very helpful when I need help if not from that department they find a person from there to help. My animals love the Beneful food I buy. The store is always clean and orderly and the clerks are very friendly. When I went to the pet stores I don't find that kind of service. They don't ask you if you need help. They don't see the need to be of service...,4," Dec. 2, 2017","Cleburne, Texas",Cleburne, Texas,Walmart
1718,Wal-Mart Pet Department has very good selection of pet products and best prices in town. But often has very poor customer service interspersed with a few very helpful staffers. There is also frequently a language barrier with staff and poor knowledge of inventory.,4," Dec. 2, 2017","Hamilton, NJ",Hamilton, NJ,Walmart
1719,"There are plenty of them, they offer a variety of manufacturers, you have plenty of choices. Their pricing in most cases very competitive but customer services lacks, back orders (stock outs) seem to run longer than usual. This was their tool against Kmart an aggressive inventory replenishment system. However, Wal-Mart is not what it use to be. My biggest issue with them is their pricing structure for non advertised discounted items. Sometimes you can see a 10-15% difference from store to store and that could be 15 minutes apart.",4," Dec. 1, 2017","Canal Fulton, OH",Canal Fulton, OH,Walmart
