,Review,Stars,City/St,City,State,Retailer,Date
1463,"After a hunt for PS4 controllers and Google showing wrong opening times I'm glad that I made it to the Walmart in Spring Hill Florida at 6am since the app were showing that there were 2 controllers in stock. Once I got there looking for 5 min there were, just like almost any Walmart, no controllers to be found. Manager Stephanie came then up to me offering help. After 15 min she came back with a whole cart fully stacked with new shipment boxes with all sorts of products but she thought she seen the items I was looking for. Yes she was right.... From all 4 Walmarts that I drove to on that day, the only manager who took a look even through the storage and new shipments was Manager Stephanie in Spring Hill FL. Much appreciated to save me time and more hustle finding those damn PS4 controllers.",4,"New Port Richey, FL",New Port Richey, FL,Walmart,2021-07-08
1464,I recently had a rather large order online and was impressed with the delivery service. I had ordered two eyeliner pencils and a lip gloss which had to be delivered separately for some reason but was surprised when I received a package with one pencil and nothing else in it. For the next two days I received a single package with only one item in it. Considering the fact that I got free delivery this must have been expensive for Walmart and I greatly appreciated receiving all the items I ordered without any trouble.,4,"Collinsville, AL",Collinsville, AL,Walmart,2021-05-18
1465,"I gave them 80% because of the stores that I've gone to, and some of those stores I still do business with, is because Walmart has the best prices overall! Walmart has its own Pharmacy and Vision Center. It also has just about everything you'd need or want for your home, apartment, or business. Pets too! I almost forgot to mention the auto and garden sections! The cold and frozen food sections, have good quality products as well! It's where I do most of my shopping! Name it, and you can probably find it there, including electronics and clothes!",4,"Moorestown, NJ",Moorestown, NJ,Walmart,2021-05-14
1466,"I love Walmart. Especially their home delivery service. I'm disabled so the home grocery delivery service is vital to me. Everything that I order is always in stock if not Walmart always make up for it with substitutes of equal price or greater value. Their prices beat their competitors. I save money every time I shop at Walmart. Not to mention they have everything I need from groceries, to clothing, to nail salon, to eye care, to restaurant subway, to hair salon, to car care. It's a one stop shopping experience and I love them because they have made my life a little easier! Thank you Walmart???",4,"Grand Blanc, Michigan",Grand Blanc, Michigan,Walmart,2021-05-11
1467,"Walmart try to make their prices very competitive. I appreciate that I can buy almost all home products in a single Walmart store. I have lived in different cities and Walmart is located close to where I live thereby making it convenient enough for me to access the store. I like the new self-checkout options introduced in the store, it has reduced the queue of customers waiting to checkout. Overall, Walmart is an ideal place to shop for me to buy almost every item for my house and car and I would recommend it to anyone looking to save cost on everyday items.",4,"Kamloops, BC",Kamloops, BC,Walmart,2021-05-08
1468,"I have a tent that I called about the stitching came apart at the top and the tent collapsed on me. They told me the poles have a warranty but not the fabric. Below is the photos of the conversation. What a joke Walmart, you guys are horrible. Don't buy from them period.",4,"West Chester, OH",West Chester, OH,Walmart,2022-01-31
1469,"I physically returned my items to the Walmart store on 11/28/2021. I got 5 separate return recipes. I kept track my refund, still not get anything. I called many many times. The service to me was terrible. They kept telling me will refund me, but till tonight, I still get nothing. And instead, I received an email that they did not get the returned items... which is not my problem, the Walmart store should be responsible for these items. But I never get refund after I returned. I wish somebody can help me. Never recommend Walmart service!",4,"Orchard Park, NY",Orchard Park, NY,Walmart,2022-01-22
1470,"I searched for a comfortable, affordable recliner for my husband who is disabled. I purchased a Mainstays Recliner with Pocketed Comfort Coils, Brown Fabric from Walmart online. We are very pleased with the quality and the price. The shipping process and timing exceeded what I expected. I would recommend Walmart and their furnishing to anyone needing affordable furniture.",4,"St James City, FL",St James City, FL,Walmart,2022-01-19
1471,I called customer service many times telling them I had not ordered certain items and that I could see the items were being sent to another name and STATE. They would not cancel the order and would not give me a refund. They are responsible for my bank information being STOLEN!!!!,4,"Moberly, MO",Moberly, MO,Walmart,2022-01-18
1472,I went to the one on 5401 Fairington Rd Lithonia GA to get my son some milk and a manager thought it was funny to post a picture on her Instagram talking about me and not when I go in with my child. I feel very uncomfortable.,4,"Lithonia, GA",Lithonia, GA,Walmart,2022-01-15
1473,"Ordered an Item, recieved it broken, tried to get replacement fast and got zero help from customer service who did nothing but deflect and tried to make the process take longer when I told them I needed it faster. If at all possible buy elsewhere. I don't want anyone else to have to go through this experience.",4,"Saint Paul Park, MN",Saint Paul Park, MN,Walmart,2022-01-12
1474,"I received a Walmart.com Circular in the mail advertising products included the Black Friday 2021 sale. Excited that they had included a PowerXL Air Fryer Home Pro for $69, I placed one of the first orders online for this product on Black Friday. Everything went well in the ordering process and I received an email saying that I would receive the product in four days. Four days came & went with no order received so I called to check on the status. Forty-nine days later, I am no closer to receiving the order I placed at the start of Black Friday week.",4,"Plano, TX",Plano, TX,Walmart,2022-01-12
1475,Wal-Mart put tires on my van that are not recommended for it. Not the ones I wanted put on....they said they were out of stock of those.... I didn't realize it till I looked on their site when I got home. Still waiting on a call back from manager. Worst customer service ever!,4,"Wills Point, TX",Wills Point, TX,Walmart,2022-01-06
1476,"I purchased an item Ktaxon Nature 4/4 Size Handcrafted Solid Wood Violin with Bow, Rosin, Case for kids who are 12+ and Adult in Nov 2021. I realized when I went back to the seller, Ktaxon, to replace an item; she couldn't, so she sent me the whole package again. During that time, Walmart has refunded me the whole thing back but after the seller sent me another whole package, I said I have to wait till the bank posted it then I can ask for recharge back to my credit card.",4,"Henderson, NV",Henderson, NV,Walmart,2022-01-03
1477,"The store located in Hallandale on Hallandale Beach Blvd near S Ocean Drive is the worst customer experienced. I travelled from Miami to this location to pick up a few cans of spray paint. I waited for over 30 minutes asking employees for the key to the spray paint cabinet and no one could help. Then finally she said she was a manager and went to go look for the key, 10 minutes later she said the guy who has the keys took them home last night and they could not open the cabinet. I wasted time and money coming here and could not buy the paint. This is not the 1st time I had problems with this location, They have a customer service box and I press the button for service many, many times and NO ONE comes. What's the point of this box? Why can't you have more than 1 key for the paint cabinets. Why do you lock them if no one can open them? I hate this location and I hate Walmart for the useless customer service!",4,"Hallandale, FL",Hallandale, FL,Walmart,2022-01-02
1478,"Visa $50 gift card; aka Walmart Visa Gift Card. Could not register/activate via internet or phone. Finally got Walmart Helpline to tie the card to my online purchases account. Not what I expected from a debit card, nor, identified as a Walmart exclusive use card.",4,"Orlando, FL",Orlando, FL,Walmart,2021-12-31
1479,"I ordered vitamins online with a promise of overnight delivery. A week later they still aren't here and they won't let me cancel. I would NOT recommend that you get anything delivered by Walmart, now I see why everybody is starting to hate their business.",4,"Colorado Springs, CO",Colorado Springs, CO,Walmart,2021-12-30
1480,"Walmart.com is the worst place for anyone to shop as is their stores. They are filthy. As for walmart.com anyone you talk to is offshore and they will not transfer you to USA rep. nor can you reach corporate Walmart. I ordered several things online and not only did they not arrive, I have the USPS tracking code which states they never got the pkg but a label was printed. Now when I look at my account order it states it was delivered but I have proof it was not. Fraudulent company F&N Mart never sent the product but charged my card. Customer service after hours on the phone with them and by email was the worst ever. I hate Amazon but at least your delivery gets here, USPS and Fed Ex and UPS stand behind you, walmart.com does not...and corporate doesn't want to talk to you either. I wonder why? Complaints I am sure!!",4,"Brookfield, WI",Brookfield, WI,Walmart,2021-12-29
1481,"I ordered 13 canvas photo wall hangings to give to sponsors and board members of the non-profit where I work. I purchased the items on November 23. I picked them up on November 24. Most of them were poorly constructed. I had them try to fix several, and picked those up on November 27. Some still weren't acceptable AND others couldn't be reproduced because the order had already expired in their system. I was advised to cancel the entire order and get my money back. I was also advised to order online again for a shipping option because the production would be made by a machine instead of people so would look better.",4,"Johnson City, TN",Johnson City, TN,Walmart,2021-12-14
1482,"I have shopped at Walmart for years. Are the stores perfect? Not at all, but I am quite impressed at the amount of product they carry, their overall pricing and the fact that most employees will try and help you. Please show me another business of a similar nature that does it better? There really aren't any. Walmart has become my go to place for many common items in my daily life and I will continue to shop them for many yrs to come. Thank you Walmart!",4,"Mount Laurel, NJ",Mount Laurel, NJ,Walmart,2021-12-11
1483,"On Suday, December 5, 2021 at approximately 10:11 am I contacted the Walmart Customer Sevice Center at (800)925-6278. I don't know if I was provided the correct information but I was helped by a representative by the name of Jason (Employee ID#**) and his alleged supervisor Christopher (Employee ID# **). I called to complain about a damaged product received in the mail. The packaging box that the item came in was not damaged. I was sent an item that was damaged prior to being packaged. ",4,"Bronx, NY",Bronx, NY,Walmart,2021-12-10
1484,"My wife and I recently did a large grocery shopping at the Delafield Walmart. Now the store has recently been reset with new shelves which is nice. Sadly when we were there most of those shelves were empty. At the conclusion of our shopping we wanted to check out and discovered only one person at the check out and a ton of new self check out stations. Now I have used these stations in the past when I have a few items and they are fast and efficient; however if you have a cart full of groceries there is no place to go with the checked items. I was going to get a second cart, but then I remembered ALL of the carts were in the parking lot. That is in fact where we got ours to begin this adventure. So here I am scanning products, putting them in those ** thin bags and setting those bags on the floor. Are you kidding me!!!! Never again will I shop at Walmart. Clearly there was no staff or management to handle this store.",4,"Waukesha, WI",Waukesha, WI,Walmart,2021-12-06
1485,"Went and bought a rotisserie pre made chicken around 3:45pm today 12-1-21 and when I tell you we got a flat out under cooked chicken I mean in words you can't imagine. This was the nastiest chicken I've had or seen. Dark blood spots. It didn't smell at all good. Blood, raw fat, meat and only well the outer shell of the chicken was done maybe slightly!!! I'm not at all happy and if there was any way possible for me to post pictures of this I would and will be all over the place. This is ridiculous how any kind of food could get thru your pre cooked ready to serve Delhi area! And when I take this chicken back I'll be getting my money and then I'll probably call a lawyer in advance.",4,"Bethel, OH",Bethel, OH,Walmart,2021-12-02
1486,"Walmart has clearly sold tens of thousands of consoles to scalpers and now they are helping those scalpers resell at double the cost on the walmart marketplace site. All this during a pandemic. This seriously hurts American families, specifically their kids. Sears is doing the same thing. This is so evil, I will never shop in a Walmart again.",4,"Fiskdale, MA",Fiskdale, MA,Walmart,2021-11-29
1487,Went on Walmart website looking for a PS5. I know it was a long shot but thought I should give it a try. Walmart advertised they would have some available but you had to sign up for Walmart+ to be eligible. Signed up & paid & waited for the time they said it would be available. At the exact moment they said they would be available a window came on saying they were sold out and gave a timer counting down when you could add it to your cart which started at 21 minutes. My sister in another time zone was 4 minutes ahead of mine which is strange since we got the initial message at the same time. I can understand web speed etc not being exactly the same so that's fine.,4,"Casper, WY",Casper, WY,Walmart,2021-11-29
1488,I called Walmart for over 45 minutes and have been continuously hung up on... All I wanted was clarification; on a warranty for a Television and Sound bar I purchased which was roughly $850... Funny enough that we can spend the money and we just ignored and mistreated. Now I do not care about resolution. They need to be taught customer service or simply just fire anyone from the Tech department. Ridiculous how you can't get through to speak to an advisor from your establishment.,4,"Brownsville, TX",Brownsville, TX,Walmart,2021-11-24
1489,"Do not whatsoever use their services. Go to USPS or your local bank. They will charge you so much more even when it shouldn't be that difficult and hold your money for wks. All with excuses if you can actually get in touch with them. Forget in person agencies they are useless and just one more reason not to use. Walmart they are crooks and frauds. A money order should be able to be replaced at the agency you got but at since so many identity checks are in place with not additional fee just like USPS would do. I have the original money order tab and receipt. But no. 2 days many phone calls they want me to pay over a 100 and wait weeks to get a replacement. I'm reporting to the US Fraud and Business Department. Imagine Christmas. A sick child, down a car and than what little you saved to get it now being held by a company that wants to take a big part plus maybe you get it in 30 days. I can't even.",4,"Auburn, GA",Auburn, GA,Walmart,2021-11-24
1490,"Was lied to in text chat and phone but managers in customer service about false ads to get you to their site and the ads are false. More than one. A lot to be honest. Customer service tried to get me to buy a diff item at full and pay higher price. As was told if I sent in the pic they would give me items at the ad price. Sent pics of ads and website and then was told, ""Sorry they are 2-year-old ads"" and they will not honor them and too bad.",4,"Scottsdale, AZ",Scottsdale, AZ,Walmart,2021-11-20
1491,"I ordered 4 tires for my vehicle, order was to take 1 week to arrive on a Thursday, I get a text Thursday that tires have arrived. I call in the automotive dept and they are closed. I call again Friday, they are closed check back tomorrow, which is a Saturday. Guess what they are closed. I call back Monday- no answer and I talk to a different dept. they said they are actually open today however they are about to go to lunch, just swing in and talk to them in an hour. I arrive to find out they only have 3 tires that arrived. They track the tire and say it's lost 8 states away from me. They can't get one from another location. I have to fend for myself to call corporate to get it straightened out. I call corporate and they say, ""Why are you calling us. Talk to your local Walmart. If they won't help call back another day."" ",4,"Grand Forks, ND",Grand Forks, ND,Walmart,2021-11-19
1492,"I have been a loyal customer for 7+ years & spend thousands of dollars on online orders BUT now Walmart has permanently banned my acct from ALL online orders. Walmart took it upon themselves to review my acct & make a final decision claiming that I have violated the return policy without even speaking to me, allowing me to defend/explain myself.",4,"Las Vegas, NV",Las Vegas, NV,Walmart,2021-11-16
1493,I ordered a game for my ps4. I was charged 87.58 and they took the money from my bank account on Oct 30th...Today Nov 15th 2021 I check my account because it says I have less money than I should have. I go to my bank. They tell me I have another pending charge from Walmart.com for $68. I hadn't ordered anything since Oct 16th when I placed my order. My bank tells me to contact walmart.com so I call them. They tell and admit they charged me 68 dollars for the same product that I ordered which means they charged me twice since they got paid by my bank on Oct 30th 2021. I told them it's fraudulent to charge me twice for the same item they refuse to make it right and give that money back and reverse the charge. This company is a fraud. They steal from customers and should be charged with theft.,4,"Port Angeles, WA",Port Angeles, WA,Walmart,2021-11-16
1494,I went shopping with my mother. I wanted to pay for her stuff so added it to mine. The cashier quoted the price as $120.00 I gave her $200.00. She did the transaction gave me my receipt and money. I did not count my money or look at my receipt like I should have. When I got home I counted my money and checked my receipt to find I was short $20.00. I was suppose to get $80.00 and I got $60.00. I am writing this review to warn people to count your money at the register.,4,"Brockton, MA",Brockton, MA,Walmart,2021-11-15
1495,"Rude, impatient pharmacist and unruly helpers and co workers. Also they take entirely too long. This happens more often than not. Actually too often to be honest and something honestly needs to be done right away about these loons.",4,"Mayfield, KY",Mayfield, KY,Walmart,2021-11-10
1496,"Horrible experience in Riverton Utah Supermarket and South Jordan Gateway. Both food deliveries. First was Riverton, sent a pic of my siding and said he delivered my groceries. I called Walmart for 30 min before a human picked up. Finally got pick-up and told her the driver lied, did not deliver and she said the groceries were still at the store. Many words later told me she would have delivered by 5, 5:30 rolled around, another round of 30 minutes to get a human and hung up on. Finally a person at pick up said my items were picked up- but you see, I never received those too. I asked if it was the same thief, she said probably. So, they let the kid pick up again and not instantly fired- WOW. He stole from me and lied twice. ",4,"Riverton, UT",Riverton, UT,Walmart,2021-11-08
1497,"After MONTHS of playing Walmart's release game for the X Box Series X, I finally won! They took forever to ship it! And when they did, they went with a second-rate shipping company... Needless to say, it was Lasership, a company KNOWN for ""losing"", ""not delivering"" and ""stealing"" packages.. Needless to say, I never saw my X Box! As soon as Lasership got their sticky paws on it, it was immediately marked ""Lost"". (Yeah I bet it was!) Wal-Mart refused to replace my X Box stating ""Microsoft"" Wouldn't allow it! Even during the MONTHS, I have been fighting for a replacement they had at least 3 releases of X Boxes! I was informed, ""Yeah we have them, we just can't give one to you even though you purchased it and we messed up..."" What kind of MESS is that?!?! You have what I ordered but refused to replace it! ",4,"Paw Creek, NC",Paw Creek, NC,Walmart,2021-11-04
1498,"I purchased TV in June 2020. Before six months I had to returned the TV due to volume problems, here I am again volume completely went out. Don't waste your money. I'm get in touch with Walmart and see outcome.",4,"Covington, KY",Covington, KY,Walmart,2021-11-02
1499,"Buyer BEWARE. I ordered $250 of gift cards from Wal-Mart. Normally I receive an email telling me how to activate my cards when they come in the mail. I ordered the cards 9/23/21. I never received an activation code. I have called around 6 times over the past month and I have been told they are having issues with their beta version and they cannot activate the cards and they are working on the issue. Wal-Mart did charge my credit card $250. They said they have no ""eta"" for when the issue will be resolved. They told me they can't refund me the $250, nor can they send me cards I will be able to activate. At this point I have paid money for cards that don't work with no timetable for resolution. I think after 30 days, Wal-Mart should refund me my money and once they figure things out, just don't activate the worthless cards they sent me. I would suggest you not buy any gift cards from Wal-Mart until this issue is resolved.",4,"Tipp City, OH",Tipp City, OH,Walmart,2021-10-22
1500,"If I could leave a negative star amount for my experience today, I would! I have a physical disability; therefore, I thought it was a wonderful option to have my dry dog food delivered to my house automatically once per month. The price was $20.40 per bag if I chose this option. Great. The first month, I only received one bag, called in and was told I would be given a credit for the second bag. Then I noticed, the price had suddenly risen to $25.63 per bag. I called in again and was informed that I would still receive the original price. All I had to do was call in and provide the reference number that the CSR gave me. I thought, great! Thanks! I didn't cancel the order for the second month at the higher price because I thought I would get a credit. Wrong!!! ",4,"Desboro, ON",Desboro, ON,Walmart,2021-10-21
1501,"First time order all baby stuff like bed, it's a gift for my brother and sister in-law, when they arrived, I saw outside of the box have tape labels put **, I try to email complain. They keep telling me which they can't find my order number, I did screen shots everything email to them, but still said cannot find like they try to hide and don't want to responsible for that, never again with Walmart, I heard a lot about them, bad experiences for me.",4,"Langley, BC",Langley, BC,Walmart,2021-10-18
1502,"Now September 11 2021 there were 5 charges posted to my account from Google play. I've contacted Walmart customer service over 10 times about these charges. They keep telling me that the charges are pending and are under investigation. Here is a list of the charges, I got a new card. Changed the password, I still haven't been credited for these funds.",4,"Mooresville, NC",Mooresville, NC,Walmart,2021-10-12
1592,Customer service could be streamlined if more employees would be called when a half dozen or more people are in line for check out and in line for customer service. I had to wait longer in line to check out than what it took for me to basket $62 worth of groceries.,4,"Yuma, AZ",Yuma, AZ,Walmart,2021-05-06
1593,"I arrived to pick up an online order. I had a couple of questions about missing items, etc. The person delivering my order could not answer my questions and was using a phone that crackled and did not work properly. This person put me through to the manager. The phone rang many times... No one answered. I called corporate office. No one answered. I left a message. No one called back. Three weeks later no one has called back. I was treated rudely. Customer service is nonexistent even at the corporate level. I still don't have answers to my questions. I am never shopping at Walmart again.",4,"Bradford, ON",Bradford, ON,Walmart,2021-05-05
1594,"Prices are good. Great selection in most departments. Many locations. Only weak spots are lack of open cash registers, garden dept needs someone to water plants and employees who say they don't speak English.",4,"Florence, KY",Florence, KY,Walmart,2021-05-05
1595,"Walmart is an okay place to shop if you're looking for cheap stuff. Cleaning supplies or personal care items are great to buy there. If you are looking for furniture or electronics they are made of particle boards and plastic. If you are looking for anything of quality, go somewhere else.",4,"Fargo, ND",Fargo, ND,Walmart,2021-05-05
1596,"Because of pricing, selection and their online presence I have to admit Walmart gets my vote. I would give them 5 stars but they are non union and treat their employees abysmally. But why pay so much more for the same goods that another store has marked up to cover their fancy building and classy image?",4,"Boise, ID",Boise, ID,Walmart,2021-05-05
1597,"During this time of Pandemic we have been restricted in traveling around so we go online and order the things we need from Walmart, food, medications, pretty much anything. Walmart collects all our items and brings them out to our car and loads them, no contact and absolutely courteous service!",4,"Duncan, OK",Duncan, OK,Walmart,2021-05-05
1598,I usually go to Walmart In Bainbridge Georgia. The store is well maintained and employees are very friendly and unlike the stores in Tallahassee Florida. This Walmart is the best store in my area. They have everything I need including the grocery section. I make this Walmart my favorite store.,4,"Havana, FL",Havana, FL,Walmart,2021-05-04
1599,WalMart is a great store to shop online and in person. They always make sure you are totally satisfied with your purchase. They also make sure you are satisfied with the product that you have purchased.,4,"Jacksonville, FL",Jacksonville, FL,Walmart,2021-05-04
1600,"The employees are, for the most part, very nice. Unfortunately the store has a lot of empty shelves on occasion - don’t know if this is just because of the pandemic or not. Also their selection of Asian foods/ingredients is limited. It would be nice if there was a “wish list” to let someone know what we want. Some of these problems may be caused by the fact that we are in a rural area and the store caters to what they think is the usual demographic - even though that is changing. Because we only have one other store in the area, getting a lot of food supplies is very limited, especially ethnic items.",4,"Onancock, VA",Onancock, VA,Walmart,2021-05-04
1601,"Love the store has everything. Just wish the aisles were wider and cleaner! Automatic feeders at checkouts are what’s missing at Walmart!!! It’s would make it nice for the checkers too. They hate asking ""move it forward please!!""",4,"Santa Rosa, California",Santa Rosa, California,Walmart,2021-05-04
1602,"What can I say about Walmart that hasn't already been stated. It's level of service has dipped so lowly over the years that it's imperative for me to go elsewhere. And while that may not change their goal to improve service, it has become apparent they do not care about their customers much any longer. With having Managers who don't any couth or standard about themselves, along with a lackluster approach to consumer input and experiences shows in their leadership and lack thereof.",4,"Conyers, GA",Conyers, GA,Walmart,2021-05-04
1603,"I ordered an item from Walmart.com. I tracked the package that was supposedly delivered to my residence by Fed Ex. I did not receive the package as stated in the tracking statement. I contacted customer service online questioning the delivery and email their response to me, no response. Contacted them again this time to respond by telephone, I was told that the item would be replaced. It wasn’t. I contacted them again, I received an email stating that the package was delivered and signed for and since Fed Ex delivered it to the wrong address my complaint would be with them but there would be no refund or replacement. After spending thousands of $ over the years with them, I think it’s time to try Amazon.",4,"Warsaw, MO",Warsaw, MO,Walmart,2021-05-03
1604,The worst customer service. Have been trying to do a pay in store order for almost a month. After multiple attempts the managers at the store contacted their help center and were told that the systems were not working together correctly. I was given the choice to either keep trying or to pay for the items online and bring them back into the store so they could do a resale of the items in order to change how the items were paid for. After doing this I am being told that they can not do that due to the part numbers not being in the computer to do this and that I would need to contact customer service. I have been given a phone number by email from the online customer service saying that is to a special store team and they would be able to help me.,4,"Columbia Cross Roads, PA",Columbia Cross Roads, PA,Walmart,2021-04-30
1605,My wife ordered a lat pulldown machine for my birthday. They completely sent the wrong parts. I have tried to get help 4 times to no avail. Yesterday I called the Broomfield Store and no one answered. Is this a crooked organization that sends me a bad order and keeps my money or is it one that is totally incompetent?,4,"Westminster, CO",Westminster, CO,Walmart,2021-04-27
1606,"The Lawrence auto center technicians claimed they couldn't get the wheel off (isn't that their JOB? Smells like maybe an extra $20 or so under the table would get them right off?). Then they claimed the tires I bought were the ""wrong size"" (to be candid, the tires on the car, 195/65R16, are not the recommended size; but perhaps for another $20+ under the table they could install the ""wrong size"" tires?). In fact, the tires I ordered are exactly the right size.",4,"Indianapolis, IN",Indianapolis, IN,Walmart,2021-04-25
1607,Order a pool from Walmart because I thought is was a good deal. It took two weeks to get a tracking number for the product. Then I conversed with the shipping company for next three weeks. I got a updated delivery dates that I had to stay at home to wait for the product but never received anything. The last delivery date I called Walmart and they said the product had been returned to them damaged so the shipping company was lying about the delivery and wasting my time and money. I asked for a replacement from Walmart and was told they could not provide one but suggested one that was over twice the price. What a scam. Customer service was not willing to do anything or be helpful in any way and getting an attitude.,4,"Spartanburg, SC",Spartanburg, SC,Walmart,2021-04-22
1608,"Multinational billion dollar company doesn’t understand inventory control! Or is it they think they’re too big to fail so they really don’t care about customer service? Their customer service reps certainly don’t care about service! 3rd time I purchased a large item while listed as in stock only for the order to be canceled due to not in stock. I contacted so called customer service 3 times within the 15 day preparing your order time frame only to be guaranteed that the order will ship for it to be ultimately canceled. I have screenshots of our conversations. So no, they didn’t check with the warehouse like they said they did. They just flat out lied. I’m already boycotting Amazon for similar customer service issues, time to add Walmart to the list. I hope others finally see the light and put this monstrosity out of business!",4,"Elizabeth, CO",Elizabeth, CO,Walmart,2021-04-21
1609,"Don't order anything from these crooks. I had to return a defective item. They gave me a runaround for a month. A freaking MONTH after I returned the item. One excuse after another. Waited 5 days. Wait another 5 days. Then waited 7 days. Then they didn't even update their status on the website to ""item received"". It STILL says, ""pending return"" even though clicking on the link shows that item was returned last month and their agents acknowledged this. Still Nothing. Each agent kept telling me to wait another week, wait another week, then wait another week. But nobody took any action.",4,"Houston, TX",Houston, TX,Walmart,2021-04-15
1610,"Opened up check for first time, gave to clerk at Walmart to cash, with from one register to another, give me a printout of 3rd party vendor... I called, typed in reference number, it's telling me that my stimulus check has already been cashed!!@ How is that when I just received in the mail... Walmart money center will not embarrass me again, their software suck and apparently the 3rd party... I think that it went through the first time...but clerk went to different register. I now have to call the US treasury and/or IRS. Could not buy any groceries behind this mishap.",4,"Chattanooga, TN",Chattanooga, TN,Walmart,2021-04-13
1611,I'm one like others used Walmart stores for shopping. But since the pandemic until today's day the service change even the policy for returns stuff become more UNACCEPTABLE and no sense. I was last week in one of Walmart store and for 20 minute I was waiting in customer service line. More than 10 people complain about Walmart service. I called the management to give feedback about that and hopefully they take action and really can see the old Walmart who we know because this with continue will be losing more customers and people complain.,4,"Anaheim, CA",Anaheim, CA,Walmart,2021-04-12
1612,I purchased Krispy Kreme Donuts at Walmart. The next day at work I ate one. The second donut as I went to pick it up I noticed hairy mold growing on it. Afterwards I threw up twice and the next day I couldn't stay off the toilet. I informed both companies and neither one seem concerned. Walmart is blaming Krispy Kreme yet they put the product on the shelf. Walmart told me they forwarded my incident report to Krispy Kreme and that I need to reach out to them. I have reached out and still have not received a call from Krispy Kreme as I contacted the claims department. I was really sick and Walmart nor Kripsy Kreme cares.,4,"Pompano Beach, FL",Pompano Beach, FL,Walmart,2021-04-06
1613,"I ordered 2 bunk beds, paid and waited for a refund for over a week for in the 2nd bunk bed came but only one of the boxes. Called customer service and got put on hold. Well it has been 15 mins and I am still on hold.",4,"Tacoma, WA",Tacoma, WA,Walmart,2021-03-26
1614,"AIMING at my child will get Walmart BANNED in my home. Walmart and PS5 put something out to get kids to come on and order ps5. Well, kids are harrasing parents now for months for this piece of ** and then we finally say yes. He saved his own money...he can get it. They have the kids go on walmart.com and order because a ""release"" is happening. He hits add to card in second 1, and they are out of stock. Then we are ALL on every 10 minutes for a release trying to get one into the cart. Out of stock in 1 second? I don't know why they would do this if they don't have product but it's such a time waste, I will not order or shop THERE anymore. I AM DONE. These kids have enough to deal with this year... Stop playing psych games.",4,"Sparks, NV",Sparks, NV,Walmart,2021-03-18
1615,"I went and bought the card because I was in an urgency to buy something. Registration? I got the message ""It is in the process""... tried a couple times, now I get the message ""you have entered an invalid number"". Call, no human to answer. These stores are happy with taking your money. Go to the store, customer service. The poor clerk couldn't figure it out either, and was as frustrated as I was, because she couldn't get anyone on the phone... The card is not working, no customer service available, and the package doesn't say anything about ""Oh... by the way, you'll have to wait 48 hours while we decide to perhaps give you your money. That way we can invest and get even more rich with your stuff while you have to suffer you little maggot..."" Stay away from Walmart. Support local.",4,"Mountain View, AR",Mountain View, AR,Walmart,2021-02-24
1616,"I have ordered a hidden camera via Walmart online but I received a memory card. After 2 months and 4 contacts with supplier through their website and 2 chats with Walmart directly, there is still no solution about the camera. Every time after I have contacted them, I will receive response email within 24 hours asking me send them pictures of what I received or ask me to tell the story again. After I have replied with what they asked for, then there is no more follow up from them. After I have replied their email again and again, finally they have suggested me to keep the memory card and no mention about the camera.",4,"Other, Other",Other, Other,Walmart,2021-02-19
1617,"Walmart.com pick-up/Delivery is getting worse & worse, the things I want saved in my items are not being saved, while things I've bought but I don't want to be saved are there & I can't seem to remove them permanently. Now it takes forever for me to put in an order, even from my list. Also, more & more of my item are no longer available for curbside pick-up or delivery, which doesn't make sense during this time of COVID-19 Pandemic. No one seems to be fixing the glitches but they've added a new useless tab. Makes me want to try Publix delivery.",4,"Jacksonville, FL",Jacksonville, FL,Walmart,2021-02-15
1618,"I ordered a bed online from Walmart Dec. 19th. I checked on the status of the shipment a week later and it hadn't moved, so I called the Wal Mart customer service number. They said there was an issue with the order, I could either cancel or re-order, I cancelled. I waited seven days, no refund. So I called again and went through the whole process all over. I waited several more days, no refund. So I go online to their chat option and finally I get my refund. They sent someone to pick the item up, they went ahead and shipped it AFTER I cancelled the order, that pick up took place two weeks ago. I just checked my account and Wal Mart has charged me, again, for the SAME ORDER I CANCELLED. These people are INCOMPETENT. I will never order from them again. IF I could choose a zero, I would. Never again...",4,"Mount Olive, IL",Mount Olive, IL,Walmart,2021-02-09
1619,"I ordered 4x6 photo from Walmart.com on 16th Jan. In order tracking it showed me photo is printed and delivered to store on 22nd Jan by Fedex. After the estimated date of delivery which is 25th Jan. it started showing delayed on my order. I contacted customer support, they told me to check with store. I went to store, check with pickup and photos department with my order id. Both don't have any clue about my package. I told them name of the person who received order using Fedex tracking id. They said no one with this name works here.",4,"Fremont, CA",Fremont, CA,Walmart,2021-02-06
1620,"I love Walmart's grocery anytime delivery service (12.00/mo). We're a couple in our 80s, and between winter weather, heavy traffic, and the pandemic, we rely heavily on this service. Excellent service and great drivers!",4,"Topeka, KS",Topeka, KS,Walmart,2021-02-04
1621,"Jan 26, 2020 Order **, Last 7 number, I went to pick up at Norwich, Ct a paid for new Tv, when the lady that delivered a refurnish and open box with clear tape at the opening and when examine inside found fingerprints in the screen. As of today, 4 Feb 21, the fund of payment has not being release as requested by Walmart.com to my bank. Why am I being punish when Walmart is the one at fault?",4,"Taftville, CT",Taftville, CT,Walmart,2021-02-04
