,Review,Stars,Dt,City/St,City,State
665,"The product did not hold up to use.  The strap broke.  It nearly damaged my computer when that happened.  No receipt = no refund.  That’s the end of the conversation.  I wanted an even exchange.  There’s no way Target would do that, too bad.  Up until now I was a loyal customer.  Penny wise of them, pound foolish.  Take home message for me is that there are plenty of other places to shop.   ",2," Feb. 12, 2012","Orangeburg, NY",Orangeburg, NY
666,"I could only find 8 of  the 18 items I usually purchased. On a Saturday, at the time the store was busy but there was only 3 cashiers and 1 “fastlane”. Two supervisors were chatting and smiling in the middle of the lanes. The registers all had lines and they ignored them!",2," Feb. 11, 2012","Eight Mile , AL",Eight Mile , AL
667,"I was browsing through the computer printer ink cartridge area and I noticed that the products I wanted (HP 564 and HP 60 cartridges) were reasonably priced or equivalent to some of my normal suppliers. I picked out my items and went to the electronics counter to pay for my selections. There was an employee there but he said that he was not from that section and I could pay up front at the checkout stands. I told him that I was trying to check out at the present counter to avoid waiting in line. He told me that the person who was responsible for that section was not there and he could not help me. He did not offer to locate an employee of that area that could help me. I left the merchandise there and I will not be buying any more from that Target store. From the looks of all the complaints filed against Target, I do not think I will be shopping at any Target any more.",2," Feb. 10, 2012","San Marcos, TX",San Marcos, TX
668,"I recently placed an online order to Target.  I placed the order on 1-24-2012.  I paid extra shipping for my order to be received on Friday, 1-27-12.  I was sent a confirmation for this order.  I did not receive my order until Monday afternoon, 1-30-12.  I paid extra shipping in order to have these items for the baby shower.  That was on Saturday, 1-28-12.  I believe the shipping charges should be removed, as well as customer compensation should be made. ",2," Feb. 8, 2012","Gainesville, TX",Gainesville, TX
669,"I asked a cashier if I could use my gift card that I got for Christmas and showed it to her on my iPhone. I had not been able to take it in because of illness in my family until 2-2-2012. The cashier said yes I could and I did my shopping. When I took it to a cashier, put my items on the counter and told her I wanted to use my gift card, she said if I can scan it - with attitude. She could not get it to go through and everything was on the phone in plain view. She ask the lady at the service desk to take over. She gave me a 1-800 number to call and kept waiting on other people. The ones on the phone kept transferring me, then they wanted me to fax my information. They need to train their help to know how to service the public. My brother is out $50.00 that he paid for the card and I could not use it for my gift. Target made $50.00 and no one cares. I will never go back in one of their stores, but I will tell people never to buy a gift card there. Thank you.",2," Feb. 4, 2012","Corpus Christi, TX",Corpus Christi, TX
670,"A friend is registered on the baby registry and in the registry, the item I picked out had a price listed but when I went to cash out, it rang up a larger price.  I showed the cashier the listed price and she called customer service for an over ride but was refused.  The Customer Service Representative said that she did not register at their store and would not honor the price.  I cannot believe all Target stores do not honor the same baby registry.  This is the second time I have had trouble at this Gratiot store in Clinton Twp.  ",2," Jan. 22, 2012","Fraser, MI",Fraser, MI
671,"I bought 4 strands of Clear Snowflake Icicle Christmas lights, which comes with 9 large snowflakes each, to hang on our fence. Last year, they worked fine. This year (the second year), however, one whole strand is blank and most of the other lights are too. Out of 36 snowflakes on the 4 strands, only 12 of the snowflakes light up anymore and it's been fewer and fewer all the time this season. We didn't mishandle these things in any way, so I'm confused about why they won't light. I changed fuses and it still didn't help. Last year, at the end of the season they all worked, and this year they don't. I'm confused why that would happen. ",2," Dec. 28, 2011","Wells, NV",Wells, NV
672,"I ordered a popular Wii game from the Target website 18 Nov 2011. I received an email 5-6 days later that said they were delaying my order because they were out of stock. I decided to cancel the order altogether which the email explicitly said I could. This was not exactly true. Target had already sent my order to its shipping warehouse and so you cannot cancel an order only return the item after you receive it. I called their website customer service to ask how to cancel/return the item and was told that all I had to do was write ""return to sender"" across the unopened package and when they get it back, they would credit my account what I paid. She (the customer service representative) also stated that she was putting a 'note' on my account that would take care of everything.",2," Dec. 21, 2011","Bellflower, CA",Bellflower, CA
673,"I'm just wanting to voice my disappointment that the men's graphic t-shirts at the Greenwood store, have not been restocked since Black Friday sales.  The most popular styles were gone on Wednesday, night before Thanksgiving day, and they have not replenished the stock since then, for Christmas shoppers, and it's been three weeks, and still no shirts to buy, particularly the Star Wars t-shirts, which seem to be the most popular for most of us to buy, for the guys on our shopping list.",2," Dec. 15, 2011","Greenwood, IN",Greenwood, IN
674,"However, the next day, Target emailed me saying I could get free shipping, and an extra $5 off for anything I bought online, that was over $50. My item still has not been shipped, so I decided to call customer service and asked them to cancel my order, so I could re-order it and get the discount.  Not only did they not let me cancel my offer, but they also said they would not give me the discount.  It's too much trouble returning the item once I get it, and then ordering it online again, to get the discount.  That's if they still offer it by then.  Horrible customer service experience. It's a good store, but they really ** me this time.",2," Nov. 28, 2011","Norristown, PA",Norristown, PA
675,"Friday, we shopped at the Target store in Fort Wayne, IN near Glenbrooke Mall. We used the restroom and the tile floor was filthy, and the trash was overflowing. The sinks were not clean and there was toilet paper all around in each stall.",2," Nov. 28, 2011","Fort Jennings, OH",Fort Jennings, OH
676,"I was charged full price on items that were clearly on sale. I double checked, read the sign, matched the UPC, but when I got home I noticed that I was charged the regular price on 2 items. I am on a budget and I spent more than I wanted, but didn't realize it at the time. It seems like they do that to get people to buy, I am starting to hate Target & their overpriced items!",2," Sept. 12, 2011","Studio City, CA",Studio City, CA
677,"This will be my first and last purchase at target.com. I ordered a bedspread on June 2, 2011 for my daughter's birthday. It was scheduled to be shipped within 3-5 days and would be received between June 9 and 13.",2," Aug. 15, 2011","New Concord, OH",New Concord, OH
678,"I am very annoyed.  I was asked at a check out counter if I wanted to earn 5% back on my purchases.  I opted out because I was not interested in opening a credit card.  The cashier advised me of the red card/debit card.  I agreed and she assured that there would be no credit check.  She took my driver's license and had me fill out my personal information on the digital pad.  When it asked for my Social Security number, I advised her that I did not want my credit to be inquired.  Again, she assured me that it would not be.",2," Dec. 21, 2010","Coconut Creek, FL",Coconut Creek, FL
679,Target shelves are pretty much stocked except for the pet food(cat) aisle which is pretty much empty. Pretty sure this is due to gridlock at the ports. Store is overall clean but need more associates to accommodate the crowds sometimes.,3," Jan. 19, 2022","Dayton, Ohio",Dayton, Ohio
680,I think that prices could be lower than what the store has them at and that it should jack the prices up because of the store name and that quality of the stuff should also be important to them and not the price and that customer service could be better or at least more polite and that it could have the layout of the store easier to get around in and understand where things are at.,3," Jan. 4, 2022","Nampa, ID",Nampa, ID
681,"The Target in Fairfield lets homeless people hang right by the door. Also, their employees smoke next to the door too. I have told the managers there multiple times but nothing is done. It just invites more shady characters to hang around.",3," May 19, 2021","Fairfield, CA",Fairfield, CA
682,"Local store consistently is ""out of stock"" on many items, including sale items. I no longer shop Target very often, as I waste too much time looking for what they don't have, both online and in the store.",3," May 9, 2021","Hollywood, MD",Hollywood, MD
683,"So I happened to have a Target gift card and was going in specifically for a tie, a belt, and a few plain white button down shirts. The tie was perfect, so no issues there. As for the belts, they were exceedingly limited in the styles and brands that I was expecting. And I know it is Target, a department store so I didn't go in with super high expectations, but seriously there were maybe MAYBE 10 different belts. Also none of them were styled for business casual/professional, they were just work belts. On top of that they literally had no plain white button down shirts. At all! They had the fashionable (or what they consider fashionable) but no neutral, plain, ordinary white button downs. Sorry about that rant, but I expect that kind of thing from Walmart, not Target.",3," May 8, 2021","Charlotte, NC",Charlotte, NC
684,"On the Target app it will show that a particular product is in stock. I have gone there 3 times and when I look and ask, they tell me it’s not in stock and the inventory number is wrong. I have even asked them to check the back and they still will come back and say that it is not there.",3," May 6, 2021","Saint Peters, MO",Saint Peters, MO
685,"Recently went to find seasonal patio furniture, gazebos, outdoor rugs and decor and was very disappointed. Very little of anything on display or available. It almost appeared as though I had just arrived after a giveaway and this was mid April in upstate NY. Hardly anything to purchase, bare shelves and very few options of furniture sets or even individual seating options or outdoor decor. Definitely disappointed. Also browsed women’s plus size clothing department. Waste of time as they have never have much inventory. Definitely not the place to shop for clothing if your plus sized.",3," May 5, 2021","Rochester, NY",Rochester, NY
686,"Buyer beware of Target.com - I recently made a purchase on Target.com - wherein I had to navigate through pop up boxes which tried to sell me a ""protection plan"" for the item I bought. Which was a simple $40 desk lamp. The pop up is automatically set to ""yes, protect me"" - you can't click the X - as I thought as I was charged for the plan. In the Order Detail on my account, it said it's non-refundable. It took a phone call and a nice customer service person to refund me the money charged for the plan. Which is why I give Target.com 3 stars vs. 1. Someone in their Marketing Department needs to be fired for conducting business this way. Are your finances in that much peril Target?",3," April 4, 2021","West Bend, WI",West Bend, WI
687,I find Target about third on my list of stores to shop in. Meijer's is my first choice followed by Walmart. Seem to have much better products and prices. The atmosphere seems better for shopping while the two aforementioned are much busier at least in my hometown.,3," Feb. 18, 2020","Weidman, MI",Weidman, MI
688,"Reminds me of the old Kmarts. Kind of dingy, poor selection. No values, you only go here if you can’t get it elsewhere. You will also pay way more for it than you should have to. Surprised they are still in business.",3," Feb. 16, 2020","Elkhart Lake, WI",Elkhart Lake, WI
689,I thought most everything in the store was overpriced. From paper towels to boots. Many of the products were similar so not a great variety for selection. Very noisy with walker talkies on employees. Not impressed and probably won’t go back again.,3," Feb. 15, 2020","Aurora, IL",Aurora, IL
690,Target near me usually is worth going to for rush buys... I avoid for better variety. Very similar to Walmart mostly. I use mainly for inexpensive gifts and household items. I wish the store near me were better organized and the floor assistants were more customer-friendly.,3," Feb. 14, 2020","Belleville, New Jersey",Belleville, New Jersey
691,I have very mixed reviews regarding Target - First I do not like the fact that they will have in their flyer that if you buy 2 boxes of Pampers diapers you will receive a gift card of $10.00. When you get there they do not have the sizes that they advertise in the store so you are left with purchasing a different size and not receiving the $10.00 gift card. Second they do not stock baby formula on the shelves and if you go to customer service they give you a hard time going upstairs to get any for you. I am not alone with this issue. Why can they not stock more on the shelves since they are the only ones who have it in the area since Kids R Us closed. ,3," Feb. 14, 2020","Staten Island, NY",Staten Island, NY
692,"Asking for help to explain a product is a waste of time. Finding a salesperson is worse! Once I pressed a wall button in the Furniture Dept for service & a big saleswoman charged toward me hollering ""Get out of the way!"" The patio set I wanted to purchase was out-of-stock. I asked if they'd call me after it was restocked & was told: ""No, you must call us."" I said, ""Forget it!"" & went elsewhere!",3," Feb. 12, 2020","Vero Beach, Florida",Vero Beach, Florida
693,"I started shopping at Target since having my first baby, it’s good store to shop and save if you know how to shop especially using Target circles, coupons.. but don’t really like the CS and cashier in certain stores because some of them really rude and strict! Got really mad with them in few time and don’t really want to go back the North Allen store! Products is good compare to Walmart when they have sales the price even better than Walmart so it’s still good to shop with though.",3," Feb. 11, 2020","Allen, TX",Allen, TX
694,"I've been shopping at Target for years and do love some of the things they carry. Lately though I’ve been bummed with their extremely low quality products. I bought a Taylor thermometer and Taylor scale and both are complete junk. The thermometer literally fell apart as I was taking the cover off! As for the scale, the on/off touch screen button got stained on the first use and now the button doesn’t work. What’s funny is that the packaging specifically says it’s stain resistant. Now, I won’t forget to mention the cheap, wobbly ironing board by Room Essentials I also bought recently. I was so happy when I was paying for, but that quickly turned to disappointment after I set it up. Target! Get these products off your shelves. We’re throwing money away here.",3," Feb. 8, 2020","Modesto, CA",Modesto, CA
695,"I found the employees lackluster and not willing to acknowledge that without customers their job doesn't exist. Customer service on many levels today is a lost art. I attribute that to the fact that people today are isolated in a world of their making. They stare at a phone all day and don't interact with anyone. Therefore, when required to do so they don't know how to accomplish that. Also, people now shop via the internet, so face to face interaction is eliminated there too.",3," Oct. 19, 2019","Walnut Creek, Ca, CA",Walnut Creek," Ca, CA"
696,"I used to love Target, their discounts and close out sales were the best I had ever seen but not now. I hate the food market inside the store also like the cheepo Walmart garbage, and now Target does not have great sales. I used to get some 90 % discounts on some excellent clothing items but not anymore now. That is gone. It was fun to shop at Target before the grocery store came in but it's not fun anymore and they need to hear the news that a 10 or 20 or 30 or 40 % discount as a sale is a joke. That is no sale. Their stores seem empty when I go so I must not be alone on my opinion.",3," Oct. 17, 2019","Miami, FL",Miami, FL
697,"In April I bought a Baxton Studio upholster bed frame which it came with bed bugs. Ever since, I try contacting them by their website also on Instagram and they kept erasing my comments and reviews. Also I contacted them via direct message and they never reply back. I dont want my money back or anything. I was just letting them know that they have a bed bugs problem with their product so that they can do something about it because it's not fair to spend almost $300 on something that you have to throw away because of something that they can take care of.",3," Aug. 18, 2019","Reading, PA",Reading, PA
698,In Aventura Florida most employees on the floor are unable to help the customer because they are unable to speak English. I do not speak not so I understand Spanish. Employees at the very least should be bilingual.,3," Feb. 17, 2019","Thornhill, ON",Thornhill, ON
699,"My biggest issue with shopping at Target is that the inventory seems to be placed at random on the shelves, nowhere near the SKU/price. I wonder if this is because of limited literacy among the associates. It's tedious to have to find a price check for everything. Also, women's clothing, the sleeves are always inches too long.",3," Feb. 16, 2019","Falls Church, VA",Falls Church, VA
700,"The store is ok. Their prices are higher on each item I buy at Walmart or Meijer's. I only go to Target when I can't find something at the other stores. They might or might not have it, but if they do, I can count on paying more. I never feel comfortable when I'm in the store. Clerks are brusk and dismissive, customers are not the best behaved.",3," Feb. 15, 2019","Ann Arbor, MI",Ann Arbor, MI
701,I don’t shop Target much anymore due to their bathroom policy or changing room policies on allowing men to have exposure to female children. Have visited Target only once in last couple of years. Miss shopping there.,3," Feb. 15, 2019","Berkley, MI",Berkley, MI
702,"Target used to be one of my favorite stores, reasonable prices, some quality clothing, had variety of products. Today I can’t say the same. Many products they don’t have any longer, they only sell their brand; the clothing became such a bad quality and prices are so high. I don’t go there any more than every 6 month, which I used to go every week.",3," Feb. 13, 2019","West Palm Beach, FL",West Palm Beach, FL
703,The local store is always clean and neat. The employees are very friendly and ready to help you. Customer service is always ready to assist however possible. The parking lot is kept clean and there are always parking places available.,3," Feb. 12, 2019","Anthony, FL",Anthony, FL
704,"They carry nothing or very little of plus size. What they do have is not stylish. I no longer shop there because clothes, shoes and pajama are not for me. The decor selection is very nice but a little pricey. The store seems geared to much younger customers. My daughter likes to shop there.",3," Feb. 11, 2019","Platteville, WI",Platteville, WI
705,"We have shopped at Target for many years. We purchase household and grocery items. Their pricing is good, the stores organized, however they tend to be out of stock for items we need; whether soy milk or sheets, frequently we have to go elsewhere to complete our list. They have redesigned most of the stores in our area, we like to shop in the one that is not remodeled, the new design makes you feel like you're at a Kmart or CVS with diagonal aisles and manogines - I hate it.",3," Feb. 11, 2019","Oxnard, CA",Oxnard, CA
706,"I like buying things on Target.com and picking them up at the store. They always have my order ready in about an hour or less, and they're very fast to get it to you when you show up. The sale prices are great too.",3," Feb. 11, 2019","Los Angeles, CA",Los Angeles, CA
707,"I live close to Target, so I shop there a lot. There are always employees everywhere, but they don't necessarily know about stock in the store, and I prefer to go in, get what I need and leave. I'm not one for lingering in a store. Also, the self-service card readers don't always work properly!",3," Feb. 10, 2019","Minneapolis, MN",Minneapolis, MN
708,No longer the discount store I expect. Prices have increased above other comparable stores without a corresponding increase in quality. Variety has decreased which makes the store much less valuable and much less likely to be on my list of stores to patronize.,3," Feb. 10, 2019","Spokane, WA",Spokane, WA
709,I’m still trying to re-engage with Target after being such a loyal shopper. Somewhere over the past few years they lost me. I’m not sure what happened but their quality of decorator home goods and dinnerware changed.,3," Feb. 6, 2019","Tacoma, WA",Tacoma, WA
710,"Target is okay, prices are a little higher than other places I can go. It is my last alternative or go to for gift cards or other items if needed. I prefer Target over Walmart, because Walmart is just too crowded. I do get through the lines at Target faster.",3," Feb. 4, 2019","Spanaway, WA",Spanaway, WA
711,"Now that just about all Targets are Super Targets, the pricing is higher and quality is lower. Customer service is like talking to a wall. No hello's or God forbid a smile. Maybe if they hired adults as managers would help. I use them as a matter of convenience only when I need to. They are still better than Walmart!",3," Dec. 14, 2018","Alpharetta, GA",Alpharetta, GA
712,"I asked a salesperson where something is and they didn’t have a clue so I went to another department and asked another salesperson the same question and they also didn’t have a clue, so I walked around the store to see if I could find it. And it was right in the department of the first salesperson I asked. They love when people have to search in their own by walking and walking to find it myself.",3," Dec. 13, 2018","Pittsburgh, Pa.",Pittsburgh, Pa.
713,"The selection was limited and the store layout was confusing, very fragmented. Target has changed so much over the past 5 years and seems to have overthought the store layout. I expected better and more selections, ease of shopping and customer friendly environment. What I found was the opposite.",3," May 17, 2018","Zionsville, IN",Zionsville, IN
714,I would of liked to access the sale on Target cartwheel much easier than I actually did. Have to have for sale no discount without app. Still enjoyed shopping.,3," April 29, 2018","Cedarville, OH",Cedarville, OH
715,"I once used Target every week, sometimes more often for everything from garden to personal items. I would place an order at work and it would be ready for pick up on the way home the same day, it was great. Something changed around 2 years ago and they became very unreliable. First it was a furniture set I saw in their weekly ad. I place an order on the day the ad was delivered. I had a confirmation it was received, and told to hold for a pick up date from their Woodland Ca store, then nothing... I followed up many times by phone, and email both with the store and with CSR's and had an extremely hard time finding help or information. ",3," April 26, 2018","Sacramento, CA",Sacramento, CA
716,"Target makes shopping in their stores difficult. Firstly, their prices are not competitive. Secondly, they don't have a good selection of products as they have unlimited rows of Tide and paper products and less variety in that department. Third, their customer service counter and return policy sucks!!!",3," March 23, 2018","Barboursville, VA",Barboursville, VA
717,"When we go there first place always coffee but you always have to wait then start looking around. No one ever says, ""Hello"" or ""Do you need help?"" You may get one person at the reg to talk to you but that's the only one.",3," March 22, 2018","Kissimmee, FL",Kissimmee, FL
718,Specifically the new Target on 18th Avenue in Brooklyn. A small Target - too small to provide a decent selection. Allegedly curated to suit the needs of the community. I'd like to know how. Prices seem a bit higher than the larger Target at Gateway Center Brooklyn and elsewhere. Commonly found cookies were priced higher than the manufacturers suggested retail price printed on the package. Really Target??? Not nice!,3," March 20, 2018","Brooklyn, New York",Brooklyn, New York
719,"I prefer to shop at Target than Walmart although their prices are more higher, but Target stores are more organized and cleaner. I also shop at Costco for bulk items. My only concern with Costco is, sometimes they don't carry the same brand all the time.",3," March 15, 2018","Fallbrook, California",Fallbrook, California
720,I was looking for two things... a handheld steamer and a blanket. I had trouble finding the steamers as they were not by the other appliances. An employee told me they were on the other end of the store but not so. After walking a long bit no steamers so asked someone else. Then the item was hidden for the most part so my item was not easy to find and the information given by the employee was wrong. I do not like that it is hard to find help and you have to stand in mostly long lines to check out. I do like the merchandise for the most part and the value.,3," March 1, 2018","Pleasant Hill, California",Pleasant Hill, California
721,I like to shop at Target even if it needs a lot of energy to find what I want because stores are usually so big. But the quality/value count a lot so I appreciate it.,3," Feb. 27, 2018","Montreal, Quebec, Canada",Montreal," Quebec, Canada"
722,The Target store in Capitola quickly runs out of sale items. It's difficult to find an employee to ask for assistance. The store would be more user-friendly if I could get help when I need it!,3," Feb. 22, 2018","Santa Cruz, California",Santa Cruz, California
723,"Nothing is ever on sale at Targe and it seems that the prices are already higher than Walmart, Kmart, etc. I did find a couple items on sale online, but never in the store. Also, they never have a big selection in different sizes!",3," Feb. 20, 2018","Cutler Bay, FL",Cutler Bay, FL
724,Affordable to many. Clothing quality uneven. Groceries far from green or potentially safe. Not a healthy choice of groceries. Policies are draconian despite words to contrary. I did not know that they have a $35 fine if there is a mix up with bank while using Red Card. Policies rigid. Customer service by phone rude.,3," Feb. 17, 2018","Davis, CA",Davis, CA
725,It depends on Target store you go to. No go to 225 St store. Horrible! Managers lie re seasonal items. Best store 117 St. NY NY however security at mall is not good!,3," Feb. 16, 2018","Ny, NY",Ny, NY
726,My only complaint is store design. Way too much red! Tone down the red! It doesn't help sell anything. Really too much red. Too bright! Why not use say a dark gray on the front interior wall? Walmart uses a lot of blue but at least it's easy on the eyes...,3," May 31, 2017","Orlando, FL",Orlando, FL
727,"I do love shopping at Target. You never know what you might find and the merchandise selection is great. I find it very annoying, however, when I am constantly being asked If I need help. I usually frequent the Target Store during the weekday when all the salespeople are restocking, and I can't go 10 feet without someone asking me If I need help. I counted today and I was asked this 6 times in 15 minutes while browsing. Maybe it's me, but I find it annoying and when this happens, I usually don't stay as long in the store. Target should really rethink this strategy.",3," March 14, 2016","Toledo, OH",Toledo, OH
728,"I usually get very good experiences with Target, however today was a different experience. When I went to check out the person checking me out was so slow and only moved with one hand till he went to hand me my bag, so I know he had the use of both limbs. However when I was about to leave he told me to be sure that NEXT time I was to have closer to 10 items. I apologized but then I realized... wait I did not see the sign (had been up all night working). Second of all if he had told me before I started putting my groceries on table it would have been perfectly fine, I would have just put the things back in my cart and moved out, even though there was no one behind me. So for that clerk he moved the star rating down as the reminder to me as though to a child. He needs better customer service training.",3," March 14, 2016","New Hope, MN",New Hope, MN
729,"Placed an order Dec 17th for rain boots for Christmas. I called three times and emailed 4 times and never got a response. Finally today, January 12th , I persevered and finally got someone to choke up the truth although it was an unintelligible. I began to understand that my product didn't exist and they had no intention of telling me. They were thrown out of Canada due to poor market research and business acumen and now I see that they can't run an on-line operation as well. Stay away from Target. Bad, bad merchants.",3," Jan. 13, 2016","Bellingham, WA",Bellingham, WA
730,"As a new mom school supply shopping was something completely new to me. Target had all the supplies I needed, all in one easy to locate place as well as a large variety of options. When it came to a pair of all black shoes, the search was a little more difficult. An associate was able to help me locate a pair that closely met the requirements of my sons school as well as refer me to a different location in the event their store was not able to meet my needs.",3," Aug. 31, 2015","Tulsa , OK",Tulsa , OK
731,"As much as I appreciate that I was able to score a $229 value camera on a sale for $99, I am quite angry at Target now because when I went to buy the protection plan, let's just say selling a plan based on what you paid rather than the value will have plenty of people screwed. So now if my new camera needs replacing, I will only get $99 for it, and it would have to pay over $100 additional to replace the thing. What the heck is that about? I have now sworn to never buy another product from Target that might need a protection/replacement plan because clearly I will be screwed big time if I ever actually needed to replace it under their plans.",3," Dec. 15, 2014","Alabaster, AL",Alabaster, AL
732,I made 1 purchase on 11/1/12 at Target.com. The following is showing on my credit card statement: 11/01/2012 pending Target.com $0.00; 11/01/2012 pending Target.com $22.82; 11/01/2012 pending Target.com $22.82; 11/01/2012 pending Target.com $22.82; 11/01/2012 pending Target.com $0.00; 11/01/2012 pending Target.com $22.82.,3," Nov. 2, 2012","Sacramento, CA",Sacramento, CA
733,"It seems a very poor business decision to have such flimsy bags when heavy and not so heavy items need to be packed. I have yet to leave the store with my items in only one bag. They are always doubled or even tripled because they tear so easily. If you bought thicker bags, that would not be the case. Fiscally, it seems more prudent. Just thought I would let you know.",3," April 15, 2012","Brooklyn, NY",Brooklyn, NY
734,"I got a Karaoke machine 2 days ago and because it was open they wouldn't allow me to return it. I'm going to try again when there is a different worker. I didn't ask for manager. Should have. There is no reason I can't take a Karaoke machine back. The speakers were horrible. It was $60 and pretty cheaply looking for the price. I was able to return my Xbox 360, so why wouldn't I be able to return this? I shop way too much there because it’s convenient. It’s close and it has everything I need. So on average I spend $50 a week probably there, but, oh well, apparently they don't need business because they have enough.",3," Jan. 26, 2012","Renton, WA",Renton, WA
735,"It's already tough moving clear across the country to an area you're not to fond of, but also as a spouse of a sergeant in the Marine Corps with four kids living on a limited budget. I shop at Target almost every other day looking for newly marked down items for my kids, shopping after season for clothes for the following year.",3," Jan. 24, 2012","Quantico, VA",Quantico, VA
736,"Baby shower registry at Target did not work right. Four baby bathtubs arrived at baby shower. Mine was one of them. Yes, we all did print up registry and yes, we all had cashier scan registry paperwork. There was a glitch in their system and I sure hope they fix it or get rid of their registry system because it does not work. I am very disappointed with Target!",3," Jan. 23, 2012","Lakewood, CO",Lakewood, CO
737,"I purchased a game for my Xbox 360. I opened it and attempted to use it. It did not work. I put it back into its case and went to return it a few days later. In the mean time, my husband goes to Walmart to buy the same game because he is too impatient to wait for me to return it. He opens it, it plays just fine. So, off to Target I go. I ask to return it. At first it was, ""No, we don't return opened items. "" I explained that it does not work. but that did not seem to convince the sales girl. ",3," Jan. 22, 2012","Riverview, FL",Riverview, FL
738,"We applied for a Target Redcard in a Target store in September 13, 2011. Then nothing happened for a month. So we called the Target to see what happened to the application. They said some system errors occurred that we just need to apply for it again. Ok, we apply for it again at the end of October by mail. Now, it is 2012 and we still did not hear anything from Target whatsoever. I wrote an email to them explaining what happened at the end of December 2011. No replies either.",3," Jan. 16, 2012","Oklahoma City, OK",Oklahoma City, OK
739,"Target grocery section does not provide unit pricing on anything. Yet, other grocery stores are required by VA law to do so. It is really difficult to determine the least expensive item when unit pricing is not displayed.",3," Jan. 9, 2012","Falls Church, VA",Falls Church, VA
740,"The Target on Ford Rd. and Greenfield in Dearborn, MI does not honor the Michigan Scanner's Law. I have been overcharged on several different occasions,and at certain times I was given the Scanner's Law money. Other times, I was not because the customer service dept. said that they don't have to give you the Scanner's Law money if a price tag is not on the item. This is inaccurate and illegal. I called the Consumer Protection Division of the Michigan Attorney General and I was told that the law states they don't have to put a price tag on every item in the store. Nothing about this excludes them from paying you Scanner's Law money if they overcharge you. I filed a complaint against Target and will see what happens.",3," Nov. 22, 2011","Detroit, MI",Detroit, MI
741,"I placed an order online for my niece's baby shower. I went to my email to print my receipt, only to find out what I had purchased wouldn't be here in time for the shower. They never said this when I placed the order. So, my email said I had thirty minutes to call and change my order. I called the 1-800 number and was on hold for one hour. When I finally spoke to someone, I asked her if I could add more money to the shipping on my order, so that my order would be here on time. She said, “No, I am sorry you have thirty minutes to change your order, and your window is now closed.” I said, “Well, I waited one hour on the phone trying to speak to someone, and now this is my fault.” So I said, “Well then, I will just cancel the order”, and she said, “No, you cannot do that”.",3," Sept. 15, 2011","Carbondale, PA",Carbondale, PA
742,"I was shopping at Target and the store was organized and had a good experience, fair prices on certain items, sale racks do not show final price on tag. Needs to pay attention to the shopping carts, I noticed several broken ones, the one we had was dirty and it had a sharp edge that could cause a injury to a child and the seat part where my daughter sat was broken. Gave to the man receiving the carts and made him aware and he pushed it with the other carts for someone else to use. The lady at the register was really nice and polite.",4," May 16, 2021","Gainesville, FL",Gainesville, FL
743,"The logo is catching along with the red and white. Commercials are short and cute. The stores are always. Lean and neat. They are well lit and merchandise is not crowded together. Products are almost always marked with price and departments are clearly noted. The food area is again, clean and lit well. Food arranged neatly. Target stores stock well and you do not feel put out with stock people and they are not in your way. My only negative is if not price machine, it is then hard to find help on the floor.",4," May 13, 2021","Las Vegas, Nevada",Las Vegas, Nevada
744,"Most of the Targets I visit are very well maintained (clean, organized, well-staffed.) It's very easy to find things throughout the store, I feel like the selection is very broad and varied, and I enjoy shopping at Target. The in-house up & up brand is often very competitively priced and I've never had any issues buying generic. A lot of the clothes are cute, too, and I always find myself discovering a new cleaning or cooking product that becomes indispensable. My only hesitation is that I am aware that Target shows their employees a lot of anti-union content to discourage the retail employees from unionizing and I don't really like that and I have discomfort about spending money with an union-busting retailer.",4," May 4, 2021","Chicago, Illinois",Chicago, Illinois
745,"Target is a good store to have around. They carry little of everything. Their sheets and cookware sell fast, not because they're cheap but because, they're made so well. I think clothes are reasonable, in style, lots of colors, that not expensive. Staff is also helpful. Great.",4," Jan. 19, 2022","Philadelphia, PA",Philadelphia, PA
746,"I love the Target stores because the store is always clean and very well organized and the shelves are always stocked nicely and prices are good too. The store aisles are very wide, and with the Covid pandemic they are always wiping down the carts and the belts near the cashier. I like the five percent off when using my target card, which is great that’s another reason why I shop there. I also like I can buy all my groceries there too.",4," May 18, 2021","Berwyn, IL",Berwyn, IL
747,"Usually has the items I need. Produce is usually very good but has been scarce. Store is always clean and orderly and the help is almost always friendly and helpful. Although, on occasion, they have been surly and condescending. But, through the years they have been helpful and well-stocked. They were very kind and did their best to service customers during the first confusing weeks and months of the COVID-19 nightmare.",4," May 9, 2021","Granada Hills, CA",Granada Hills, CA
748,"Well organized and good availability of most items required by a household. One stop shop. They can improve quality and variety of fresh produce. Pharmacy service is very good. Some items are more expensive than other stores such as Kroger or HEB. Assistance from associates is easy to obtain. During the current pandemic, implemented all safety precautions but some associates were spotted without masks.",4," May 7, 2021","Richmond, TX",Richmond, TX
749,"We use Target for most of our weekly grocery shopping. The prices are good and you get 5% off using the Redcard, which is basically a debit card. There's also a handy app, so you don't need to carry the card with you. Sometimes they have inventory problems, but I give them a break, since we're in the middle of a pandemic. Overall, a great store.",4," May 6, 2021","San Diego, CA",San Diego, CA
