,Review,Stars,Dt,City/St,City,State,Retailer
363,"I sent some personalized copper mugs to my husband's work colleague as Christmas gifts. WS mixed up the from/to addresses and sent them to me instead (I know it was WS's mistake because my husband's work colleague's address is already pre-programmed in my ""Ship To"" address book in my WS account). When I called WS to dispute and ask for a refund (during which I was on the phone for 1.5 hrs), they said it was my fault for not checking my emails and they would only give me a merchandise credit for half the amount. It was very unprofessional and any company of this size would normally just issue a full refund for an embarrassing blunder clearly made by the company. I'm very unimpressed. I think the customer service is unacceptable and I will no longer send gifts from this company again. The quality of the company has clearly deteriorated over the years, it's time to move on.",1," Dec. 22, 2015","Westfield, NJ",Westfield, NJ,Williams Sonoma
364,"I recently just made an order with Williams-Sonoma, that I will never be doing again! I have never seen such horrible customer service, let alone the wait time just to talk to the rude lady is ridiculous! I ordered a bar set and by accident I ordered 2. I called the following day asking if I could cancel the one order. The lady tells me it's already being shipped and most likely won't catch it in time. 4 days later, I now receive BOTH orders. I called today, 45 minutes later, she tells me there was never a note put in that it was supposed to be cancelled. Then I ask if I could get my money back for that order, and she laughs and says, ""We never charged you."" Overall, a horrible experience. At least the gift wrap is nice. I will not be ordering online from here again. Happy holidays.",1," Dec. 19, 2015","Pottstown, PA",Pottstown, PA,Williams Sonoma
365,"Then the representative told me that the tea they sent instead of the knife was a gift and that the Le Cruset pot ordered at the same time was also on its way. Nothing arrived. Recalled. Waited a very long time for rep. Rep was hostile, spoke over me, and told me to return the tea. I explained that it was supposed to be a ""gift"" and that I was calling to ensure that the proper order was en route. She talked over me, arranged to pick up the tea (she said it's company policy) and was completely unhelpful. Asked to speak to her manager. My husband took over. She was hostile and argumentative. The items have still not arrived. I will not order from this company again.",1," Dec. 16, 2015","Norwich, VT",Norwich, VT,Williams Sonoma
366,"I tried to order a gift of the day, presented on a Sunday, which is a religious day, and was advised that the item was not available to me on any other day but that Sunday. I was adversely selected against for wishing to not shop on a Sunday. This is a deceptive and underhanded business marketing practice and one which should be not within Williams Sonoma business standards. I am disappointed at the tactic the company has resorted to in trying to buy sales. They apparently do not need our family's buying dollars, as we are now using them elsewhere.",1," Dec. 15, 2015","Grafton, MA",Grafton, MA,Williams Sonoma
367,I have been trying to get two bistro stools exchanged and I have never seen such incompetence in my life - I will NEVER EVER buy another thing from William Sonoma Home. They lie and they hang up on you and it is just totally the complete opposite of what customer service is supposed to be. I spent over 2 hours all together on different calls dealing with these folks. Such a shame!!,1," Dec. 11, 2015","New Orleans, LA",New Orleans, LA,Williams Sonoma
368,"For my sister's birthday I got her some cookie cutters from Williams-Sonoma. I ordered them on November 12th. It didn't get shipping until the 24th! Then after 2 weeks had gone by I called them and they said, ""oh it just shipping on December 5th."" (So I caught them in a lie.) The lady on the phone was super unfriendly and just seemed like she wanted to get off the phone because she hated her job so much. I sent an email Dec. 8th asking for more information and they said gave some scripted email that was not helpful, but they gave me the tracking number. ",1," Dec. 9, 2015","Bosque, NM",Bosque, NM,Williams Sonoma
369,"I do not recommend buying anything at Pottery Barn online ever. The online ordering and return process is horrendous. I have ordered online from Pottery Barn twice now. The first time was for a living room rug that was on sale as final sale but since they were unable to find a swatch anywhere in the entire US, the customer service rep supervisor gave me permission to do a one-time courtesy return if the rug didn't work once I saw it in person. Of course, it did not work and I had to return it in the store which was no problem. I was assured credit would be issued to my credit card. No credit ever received. I called nearly 10 times and spoke with different reps who said they would help me but then still no credit to my credit card. They all stated there were no notes anywhere from the original supervisor who gave me the permission to return. ",1," Dec. 5, 2015","Phoenix, AZ",Phoenix, AZ,Williams Sonoma
370,"I just got off the phone to their Vancouver store. I live an hour's drive from this location. I wanted to save a half day's journey to purchase two gift certificates for my sons for Christmas and called them direct. I wanted to give them my credit card and have them mail them out to me. They refused to do this and said I would have to drive to the store to make the purchase. I was dumbfounded! I told them I had already done exactly this with Restoration Hardware and gave them several opportunities to get it right. The store clerk kept saying that his manager was right beside him and they were refusing. I have never seen anything like this and needless to say I am calling Restoration Hardware back and getting them to send me an additional $500 worth of their gift certificates to me instead. I will never shop or sorry, try to shop there again!",1," Dec. 3, 2015","Surrey, BC",Surrey, BC,Williams Sonoma
371,"I went into Williams-Sonoma to buy plastic (unbreakable) glassware for a boat. An employee greeted me and offered her help. She showed me wine goblets that were this thick plastic and when I asked for regular glasses, she then picked out what looked like ""glass"" tumblers. I told her that these weren't plastic but she assured me they were so I purchased them. As it turns out, my boyfriend had already purchased glasses for his boat so I went to return all the glasses. In opening the bag, the women helping me cut her finger for the so-called unbreakable glasses broke! I was then curtly treated by the manager who refused to credit me for the broken glasses after I explained to her that I was assured none of the glasses were breakable!",1," Dec. 3, 2015","Pullman, WA",Pullman, WA,Williams Sonoma
372,"I work for an affluent resident of Lake Forest Illinois. I was asked by my employer on two occasions to purchase very expensive items from the Lake Forest Williams-Sonoma store. Both times I was repeatedly ignored. The last time I was acknowledged by at least 2 sales representatives telling me they would be with me shortly, but the minute a new customer enter the store, they turned their attention to them. I felt like a scene from the movie ""Pretty Woman"" in which I just wasn't ""good enough"" for them. ",1," Nov. 28, 2015","Beac Park, IL",Beac Park, IL,Williams Sonoma
373,"While searching for a new coffee maker for our newly wed home, we found a solution for both my husband and I's taste. We'd never shopped from W&S before, so we signed up for the email subscription, knowing with a new home we could possibly want more items from W&S. 15% off for new subscriptions didn't hurt either, so we waited for the email and happily signed up for an account. No email came. Then, when I went to login, using the information I just provided, it would not verify my account or let me log in. ",1," Nov. 25, 2015","North Charleston, SC",North Charleston, SC,Williams Sonoma
374,"In total agreement with last 1 star review. Reps were defensive - possibly because they had no way of helping? Eight of the 10 reps I spoke with (6 calls by me) did not have a solution and would transfer me to another department. On two occasions I felt helped, but in fact there was no follow through on their part. I still do not have my furniture that was to be delivered 8 days ago. I will never purchase from West Elm or Williams-Sonoma subsidiaries again.",1," Nov. 20, 2015","New York, NY",New York, NY,Williams Sonoma
375,"I have had the identical problems as other reviewers. Order was shipped to my billing address not my mailing address. Customer service rude, uncaring. Blaming me, the customer, for changing my information (I didn't). Customer service doesn't have a clue when I will get it and doesn't care when I need it. The items are food so no returns allowed. I will never step foot in their store again and have requested removal from the email/mailing list.",1," Nov. 11, 2015","Cocoa, FL",Cocoa, FL,Williams Sonoma
376,"I purchased a coffee grinder online on Oct. 10 which was promised delivery by Oct. 22. I later found that the back order has been extended to Nov. 22. I contacted Baratza, the maker of the coffee grinder, and they told be that they had no back orders or shipment delays. When I told this to Williams-Sonoma's customer service, she replied rather defensively that Williams-Sonoma does not determine the delivery date but Baratza does. There was no offer for them to inquire about the reason for the extra month's delay or to do anything to minimize it. There was of course no apology, only an implied **. The attitude of the two women that I talked to was defensive, unfriendly, and lazy.",1," Nov. 3, 2015","Billerica, MA",Billerica, MA,Williams Sonoma
377,"Absolute worst customer service EVER. I ordered a ScanPan Saute pan approximately a month ago. I received a box of hand soap. After contacting customer service I was advised to return it and they would immediately expedite my original pan. Shockingly 2 weeks passed and no pan! I called again and was told that the pan had shipped and I would be receiving it in exactly 2 days. Five days later, and still no pan, I called customer service again and was told that the pan had not yet shipped but they were going to print a shipping label and it might ship in two days. I asked for a supervisor and after 15 minutes on hold, was told no supervisors were available. At this point it's been almost a month to the day I ordered and still no pan or confirmation that it has, or will definitely, ship any time soon. So, I am out $100+ with nothing but wasted time to show for it. I have enjoyed William Sonoma products for years but will NEVER order from them again.",1," Oct. 22, 2015","Saint Augustine, FL",Saint Augustine, FL,Williams Sonoma
378,On 10/13 I placed an expedited order for 2 sets of wine glasses for an event on 10/17. The confirmation told me I would receive my order by 10/15. When they did not arrive I tracked the order and was told they were still being packed. I called customer service and was told they have been having issues with their distribution. They certainly don't have issues taking the $34 expedited shipping fee. I was told there was nothing they could do. ,1," Oct. 16, 2015","Fairfield, CT",Fairfield, CT,Williams Sonoma
379,"Over the years we have spent considerable amounts of money at Williams-Sonoma for wedding gifts, etc. My husband and daughter purchased what was no doubt a very expensive product (based on its size) for my birthday as a surprise. At point of sale they arranged for the product to be wrapped and shipped from the store to arrive at our home on Wednesday, the day before my birthday. Unfortunately they took the store at their word when they were told this would occur as contracted. I was told to stay home all day, as they could not commit to a delivery time, which I did. At around 5 o'clock my husband was told that the product just went on the truck and would actually be delivered the next day (my birthday). Since it was already on the truck, it was too late to request a different delivery day.",1," Oct. 16, 2015","Mississauga, ON",Mississauga, ON,Williams Sonoma
380,"Bought a Nespresso coffee maker for $199 plus tax online. Next day I got confirmation saying I was paying $599 plus tax. I had called in the morning to make sure everything was right. They confirmed my purchase price of $199 plus tax. Then an email says I'm paying $599 plus tax. I call to clarify. There is no record of original transaction. Nobody knows a thing. ""You can cancel,"" they say. After I spent my time holding to correct their mistake. Next time I'm taking a screen shot of the online transaction. You think once you buy something online it's a contract. I thought this was a reputable company. I like their catalogs. Never buying again there. I hope everybody reads all there is to learn in this website.",1," Oct. 13, 2015","Erie, PA",Erie, PA,Williams Sonoma
381,"We ordered a food processor on 10/1/15 as a bridal shower gift for one of our employees. Before the item even arrived, we found out the bride-to-be already had received another food processor from another person who had failed to note it on the gift register. So, we called Williams-Sonoma on 10/6/15 to return the food processor (that had not even been taken out of the shipping box). Spoke to an African-American sounding man around 3:15pm on 10/6, and he took all the info and said he had set up the return, that Williams-Sonoma themselves would pick up the item the next day from our business (odd, but okay), and we would be fully refunded on our AMEX in 3-5 business days. ",1," Oct. 9, 2015","Los Angeles, CA",Los Angeles, CA,Williams Sonoma
382,"I was always a loyal William-Sonoma customer, until today. I always purchased some very expensive kitchen gadgets, cutlery, and appliances because I believed that they stand by their products. I also always gave Williams-Sonoma gift cards to friends and family. I was told when I purchased some very expensive knives that I could always bring these knives back to the store for free sharpening as long as I only brought one at a time. ",1," Oct. 3, 2015","Spring Lake, NJ",Spring Lake, NJ,Williams Sonoma
383,"We purchased an item online after researching it for several months. The day after we placed our order online, we got an email from their marketing team noting that the item we are interested in is now on sale. The price of the item dropped about 40%. We called them to ask them to honor their sales and we were told that they couldn't do that even though it was very well within the 30 days of purchasing our item. Needless to say, we will not be shopping there. Other retail businesses do let us bring in the receipt to pay us the balance if the item we purchased goes on sale within 30 day. We keep getting email from Williams-Sonoma that the items we expressed interest in are now on sale etc.",1," Oct. 3, 2015","Olympia, WA",Olympia, WA,Williams Sonoma
384,"I ordered an item on 9/21/15. W-S charged my credit card on 9/22/15. The order tracking had my delivery date as 9/25/15, and continued to have this date listed through the week. On 9/25/15, it said ""unavailable."" When I called, the representative said the item had not shipped, that there have been problems & delays with that warehouse, and she was unable to tell me when the item would ship. I requested the order be cancelled. ",1," Sept. 29, 2015","Orlando, FL",Orlando, FL,Williams Sonoma
385,"I ordered a set of Calphalon pans. WS had a promotion promising if you ordered by a certain date you would be guaranteed of receiving it before Labor Day. I live in Canada and have my items sent to Point Roberts, WA. The first issue was that their website is not set up to handle this but it does not inform you about it, so I called in the order after spending 30 minutes trying to figure out how to do it. The agent on the forum confirmed that their website had this problem. In any case that is not my complaint, it's about their shipping and information provided. After finally placing the order I asked the agent when I would be receiving the order she confirmed it would be the Friday before Labor Day. I had placed it the Saturday before. ",1," Sept. 14, 2015","Vancouver, BC",Vancouver, BC,Williams Sonoma
386,"I ordered a meat loaf pan and a Breville immersion blender on 09/01/15 - $231.95. I used their new 'Visa' connection in order to make payment and get a discount. None was given. I was given free shipping but received no confirmation email as to my order. They did manage to charge my cc however on 09/02/15. I called 09/04/15 Friday to asked if they had gotten my order since they got my money and the gal said that she would send me a confirmation email which I did not get until the following Thursday 09/10/15! I had asked her about the visa discount and no acknowledgement and ignored. This company has good products, but they're being greedy and no customer service. Next time I'll hunt and find what I want without WS. They've gone downhill and pulled Pottery Barn down with them or vice-versa. I still haven't gotten my order but the email said it was shipped today, we'll see. Rub it in good and make it burn WS, 'cause the LAST TIME.",1," Sept. 10, 2015","Marietta, GA",Marietta, GA,Williams Sonoma
387,"I have been trying to place an order online all day. It says on the front page of the email I received that all clearance is an additional 25% off and free shipping on orders over 49.00. Only some of my items came up 25% off in the cart although they ended in .99. I finally just took off the items that wouldn't sum up 25% off and proceeded to check out, but then I couldn't get the free shipping. I called and they said I could only do one or the other. I then applied for the cc to receive free shipping but was unable to get the number of the card. I called customer service again to see if they could put it on the card but no. I then asked for them to give me free shipping but again a big no. Done with this company. Last time I ordered from them they double shipped me and then made it a huge hassle for me to return the items to them.",1," Aug. 16, 2015","Alpharetta, GA",Alpharetta, GA,Williams Sonoma
388,"I was having trouble purchasing some products with a ""Family and Friends"" promotional code. Shipping was not being deducted and the discount was not properly applied. Called customer service. The salesperson, Amber, said she did not know why it was happening but she would place the order and credit my card with $42.80 the next day. SHE placed the order. You know where this is going. The credit was never received. The product is non-returnable. :( I started an online chat with Rhonda and explained the situation to her. She told me she could not do anything to help me. She told me she was forwarding the transcript to Amber and that Amber's supervisor would have to approve the refund. I never heard back and never will. I am done with this unethical company.",1," Aug. 14, 2015","Montclair, NJ",Montclair, NJ,Williams Sonoma
389,"Placed an order for patio furniture last evening. Received a confirmation that stated the items would be delivered later than advertised. Called WS customer service within 18 hours of order placement and requested order cancellation. Interfaced with 5 customer service reps who refused to guarantee my cancellation. I notified them per CA law (B&C code) I am within the legal timeframe to cancel: 90 days for unfulfilled orders and 3 day ""cooling off"" timeframe. Was told that the order was routed to an external vendor then was told the items were in the warehouse. ",1," Aug. 11, 2015","Ripon, CA",Ripon, CA,Williams Sonoma
390,"I ordered the Swedish corner shelves and 2 tower units from the Williams-Sonoma website. When I ordered, it did not state that the corner shelves unit would be back ordered. Instead they shipped the Swedish tower units in two separate units - the shelves separate from the frames. When the shelves arrived one of the shelves was broken and unusable. When I called Customer Service, I was put on hold for an extended period of time. I was finally told the corner shelves would be shipped in a few weeks, that they were coming from an outside vendor and Williams-Sonoma had no control over it. After reading Williams-Sonoma reviews, I am wondering if I will ever receive the corner unit. I will never order from Williams-Sonoma again.",1," Aug. 4, 2015","Charlottesville, VA",Charlottesville, VA,Williams Sonoma
391,"Placed order on the June 19, supposed be delivered on the 28 of June. We are in July the 23, still no fan has been delivered. Of course, we will never place an order, or buy anything.",1," July 24, 2015","Palm Desert, CA",Palm Desert, CA,Williams Sonoma
392,"Ordered dishes on the 15th. Card was debited on the 16th. This is the 23rd and still no shipment. The ""chat"" person says should go out within 24-48 hours. Not ok. Won't be ordering from their online store again.",1," July 23, 2015","Clarkesville, GA",Clarkesville, GA,Williams Sonoma
393,"It's a sad day when you have to call Williams-Sonoma's CEO to ask: 'Where IS our furniture?"" Ordered: $7,000 Plus - Living room furniture. Delivery Date: 6-8 weeks. Weeks 8 and 9: Where's the furniture? Week 10: Still no answer. Customer service reps: Never called back. After I contacted the CEO and said I was cancelling.... and customer service was all over me. Still no answer on upholstered furniture - but wouldn't I please take the coffee table? Oh - and BTW - once they located the upholstery - it would be 10 days to get it to the ""hub"" and then another 72 hours before it was delivered. Bad experience all the way around.",1," July 14, 2015","Philadlephia, PA",Philadlephia, PA,Williams Sonoma
394,"I am a professional interior designer that has been in the trade for 40 years. I find this company to be unreliable, rude, and uncompromising. Their shipping charges are excessive and they add a ""surcharge"" on to each item that drives up the price unnecessarily. In fact they penalize customers for spending money; the more they spend, the more in surcharges and delivery costs they pay. There is no reason to charge for each item when one truck is making one delivery. I have had many clients complain about this, and their own stores admit they hear this over and over.",1," July 11, 2015","East Hampton, NY",East Hampton, NY,Williams Sonoma
395,Email offers 10% and free shipping and then when you try to place an order there are so many caveats and small print... the item is monogrammed... I wasn't standing in the right square... ridiculous. Waste of time to deal with this company. Other stores and websites easier to deal with. Bye Bye birdy.,1," June 14, 2015","Tucson, AZ",Tucson, AZ,Williams Sonoma
396,"I can confirm the frustration other commenters have expressed in dealing with the limited and antiquated processes in place in regard to online Williams-Sonoma orders. The short story: I walked into a Williams-Sonoma retail location with unused merchandise purchased from the website. My intent was to spend MORE money (i.e. return a $200 product, spend an additional $30, and get a $230 product) and leave the store with a more expensive product, which I had already confirmed they had in stock. After a debate with the clerk and a call to corporate customer service, I confirmed this seemingly simple transaction was simply not possible. They have lost a customer for life.",1," May 29, 2015","Itthisforreal, VA",Itthisforreal, VA,Williams Sonoma
397,Boy are these sales people a bunch of stuck up people? God forbid you know a bit more than them in professional bakeware. I wanted to buy cannele molds at the store and could not find it. Went to ask for help and they could not find it either. So one person told me to look it up on my own phone then proceeded to ignore me by serving 3 middle aged white woman before me and then ignore me some more WHILE I was standing there... Bunch of egotistical morons... Never again... I hope management sends in undercover shoppers just to see how pretentious the people who work there really are. ,1," May 24, 2015","Toronto, ON",Toronto, ON,Williams Sonoma
398,"I have never heard of this policy. It is clear on the website as there is a red FINAL SALE notice in the shopping cart. I find it odd for such a big company with stiff competition but at least it is clear. In the WS/PB stores, however, there is no such FINAL SALE notice on the merchandise. No one tells you anything when you go to check out. AFTER you check out which is too late to return said items you get the notice in fine print halfway down the receipt.",1," May 4, 2015","Boston, MA",Boston, MA,Williams Sonoma
399,"I ordered dining table and chairs end of March. About one week later received a email to call to set up date. Called.. Sorry you’re not in the system, we will call you when you are. No call. About 5 days later, receive another email to call, I call and schedule delivery for 4/14/15 between 10:30-12:30. 4/13/15 have my current dining set picked up. Call morning of 4/14 to confirm my delivery. Yes you are confirmed. Take the morning off work. At 11:45 the driver calls to say to they are 10 minutes away but my order is not complete, no table base.. The warehouse was supposed to call but did not. I called warehouse, no base. I refuse delivery because I want a complete set not a piece of glass and 4 chairs. ",1," April 16, 2015","Naples, FL",Naples, FL,Williams Sonoma
400,"Off season, I ordered a sectional for my patio from Pottery Barn. When shipped, one of the 5 pieces did not match. I contacted Pottery Barn/Williams Sonoma to return just 1 piece. After months of phone tag because they failed to update my contact info 3 separate times, they finally dispatched a freight company to pick up. The order was issued to pick up the entire set, not just the 1 chair. The crew spoke limited English and my Spanish is limited at best. Because I didn't let them take the whole set, Williams Sonoma started sending me letters via Snail Mail because I refused to return the items.",1," April 15, 2015","Westminster, MD",Westminster, MD,Williams Sonoma
401,"I placed an order online and was told I'd receive the table in a couple weeks. The table was on sale. It kept getting back ordered by months, so eventually, I canceled it since they just kept lying about when I would receive it. 6 or 7 months later, they had the unmitigated gall to charge my credit card the full amount. Not only did they charge it without my permission, but they didn't even honor the sale price. When I tried to call the customer service number, they kept me on hold forever and I had to hang up. I finally found a corporate phone number. They didn't apologize nor did they offer a gift or card. Will never purchase from them.",1," April 10, 2015","Linwood , NJ",Linwood , NJ,Williams Sonoma
402,"In December, I received a lovely but unnecessary gift from William Sonoma. I decided to return the gift, which was sent via online order. We took the device to the store where the clerk informed us that she could issue the return, but it would have to go all the way back to the online department for the exchange credit to be sent as a gift card to me. Of course, since this was a gift, I did not want to credit to go back to the original visa. After months of waiting for the gift card to arrive, I come to find that this is exactly what happened. ",1," April 5, 2015","Washington, DC",Washington, DC,Williams Sonoma
403,I bought a Wax Pine Benchwright table from Pottery Barn over a year ago. On a not so lovely day in November the screws pulled clean out of the wood and the table top was loose...the table had sat in the same spot since it was installed. I called customer service (**) and she said to send photos of the issue. I did just that and waited for a month and didn't hear from Williams Sonoma (who takes care of their furniture issues).,1," April 2, 2015","Irvine, KY",Irvine, KY,Williams Sonoma
404,"I ordered 3 French bistro bar stools in January. When ordering - because they were on sale - the site told me they were back ordered, so would ship in early March. That wasn't ideal, but as long as I had them by April, I was okay with it. I ordered them. March came... I checked on my order (not having received any emails from Williams-Sonoma indicating that the situation had changed) and noticed that the delivery date had been pushed back to late March. Concerned (I need the stools before Easter, when I have a large party scheduled), I called to make sure that I would in fact get the stools before Easter. I was assured that there was a shipment being delivered mid-March and I would have them at the latest, the last week of March. I was frustrated but said okay. I just checked on my order status to find out if they'd been shipped, and noticed that now the order has been pushed back AGAIN until mid-to-late April.",1," March 22, 2015","Lafayette, CA",Lafayette, CA,Williams Sonoma
405,"Customer service is not empowered to actually fix things. I purchased a set of 10 bowls at their retail outlet and gave it as a gift to my niece 800 miles away. She opened it and there were only 9 bowls. The store manager referred me to customer service who, after 3 calls, couldn't/wouldn't get me a replacement without a LOT of effort on my part. Getting the bowls from my niece, sending them back and THEN they would ship a replacement. OR asking my niece to box them up, wait for a UPS call tag and when they got confirmation, they would ship. ",1," Feb. 7, 2015","Flushing, MI",Flushing, MI,Williams Sonoma
406,"Williams-Sonoma is an excellent example of corporations' lack of care for consumers. I ordered a product, December 26 as a birthday gift. It was in stock at the time. I received an order confirmation of the estimated date I would receive the item. The date came and went with no updates. I checked again and suddenly the date changed to ""unknown"". I contacted customer service who said I will get a response from them within 5-7 business days. That also came and went. Contacted again to be told they heard from the local store days ago stating the product is unavailable. I received an out of stock notice a month after I ordered the product and repeatedly contacted them.",1," Feb. 5, 2015","Jackson, NJ",Jackson, NJ,Williams Sonoma
407,"I placed an order online. Later on, I found the same item selling for 15% less online through Target. I called Williams-Sonoma customer service and cancelled my order. They assured me that the cancellation was in effect. The order did not cancel and was shipped.",1," Jan. 20, 2015","Apple Valley, CA",Apple Valley, CA,Williams Sonoma
408,My wife and I has a simple soap and lotion order for the holidays that should have been a piece of cake. We ordered back in November and when the product came early December it was completely wrong. I spoke with Williams-Sonoma and we decided to return the product and reorder. UPS came and tagged the box with the tag Williams-Sonoma provided and left. That was 12/14. It is 1/5 and the package appears to have arrived weeks ago but someone there never scanned it in so it is lost along with our money.,1," Jan. 5, 2015","Enfield, CT",Enfield, CT,Williams Sonoma
409,"On December 21st I decided to order a food item. The bright red banner on the W-S web site said if I ordered before COB on the 22nd, my items would arrive by Christmas Eve. I placed the order and the confirmation said the items would be shipped on 12/26! I wouldn't even be home on the 26th, so I immediately called customer service and was told it would take 24 before the order even showed up in their system. I waited 12, called again, and was told the order would be cancelled. I kept checking the ""track orders"" which was not showing it was cancelled, so on the morning of the 23rd, I called again and was told by Beverly in customer service that my order would arrived by 2 PM on 12/24 and she would call at 3 PM to check. Of course, she never called and the order never showed, still showing on the ""track orders"" that it would be delivered on the 26th. I told W-S during all these calls I was going to be out of town immediately after Christmas for a number of days.",1," Dec. 31, 2014","Seattle, WA",Seattle, WA,Williams Sonoma
410,"To be accurate and ""fair"" about WS, they have nice products - that's it. The UTC Mall in Sarasota has a WS. It's mass confusion in the store and ready to fall apart at the seams. I bought an entire new cooking set there and couldn't wait to leave. Sad.",1," Dec. 30, 2014","Sarasota, FL",Sarasota, FL,Williams Sonoma
411,"My mom has always trusted the Williams Sonoma quality. She recommended I buy from WS since my first paycheck. My mom remembers the WS of before, ""You get quality and no hassles on returns and exchanges."" Okay mom, so purchased various copper cookie cutters, baking and kitchen holiday items on 12/10/14. I came back to return a few of them, as my daughter found them too detailed and felt they would be difficult to work with. The cashier immediately began her speech, ""They are on sale, you're going to get a merchandise credit if we..."" In a very condescending tone, rude and the body language said it all. ",1," Dec. 27, 2014","Middletown , NY",Middletown , NY,Williams Sonoma
412,"On Dec. 19, 2014, I ordered online (after receiving advertisements from Williams-Sonoma) a Christmas gift for friend who lives in Snowflake, AZ. I entered the shipping address to our friend's mailing address in AZ, and our credit card number when their system kicked me out before I could edit or click ready to order. Then their message popped up that they were having ""technical difficulties"" and would we like for them to email us once it was up again to which we responded yes, asking them to email me at **. Within minutes a confirmation came up that we could finish our order, which I did as I had already completed the order except for the ready to Order button. I didn't receive a confirmation and was concerned about their ""technical difficulties"", so I called and asked them to send me a confirmation. They did send a confirmation; however, I then noticed that they included the shipping address to ourselves here in WA instead of our friend in AZ (which does not make sense since we included a note to our friend which read ""Ken, Have a Merry Christmas & A Happy New Year). ",1," Dec. 26, 2014","Quilcene, WA",Quilcene, WA,Williams Sonoma
413,"On December 10th, I ordered a Buche de Noel Cake from Williams-Sonoma online. The estimated delivery date was December 18th. I checked on the order online today, and the status is canceled. No email, no notification, nothing. Merry Christmas. Anyone else I've ever ordered with online would have let me know in time to make other arrangements in time for Christmas.",1," Dec. 24, 2014","Montgomery, IL",Montgomery, IL,Williams Sonoma
414,"Between my wife and I, we purchased close to $5000 of merchandise for the holidays from William Sonoma. About $1000 dollars of that merchandise was purchased under a promotional code: SAVENOW. I called in the my order by phone with an operator named Braden to confirm my merchandise was covered under the 25% off promotional code. Braden confirmed and placed my order. Braden told me my $902 order would be $609 once the 25% savings and free shipping were applied. When I received my confirmation, the discount was not applied. I tried to call back several times and the operators and supervisors claim the items were not covered under the promotion, and that the corporate office changed their policy in the last few days about offering discounts but the operator confirmed the number I was quoted was accurate had the discounts been applied. ",1," Dec. 10, 2014","New York, NY",New York, NY,Williams Sonoma
415,"DO NOT ORDER ANY DROP SHIP ITEMS FROM WILLIAM SONOMA! I placed an online order for five gift baskets to be sent to five different addresses. The gift baskets contained food items that were not returnable. I checked the order very carefully before pushing the ""purchase"" option. All five addresses were entered. When the transaction was processed I saw that all five gift baskets were going to be shipped to the first person on my list. I called William Sonoma immediately to cancel the order. Their Customer Service department was closed as it was late at night, but I reached Robert in their Sales Dept. He said the order had error messages and he couldn't understand why the system had even accepted it and that he would process the cancellation for me. ",1," Dec. 9, 2014","Arlington Heights, IL",Arlington Heights, IL,Williams Sonoma
416,"I have never ordered from Williams-Sonoma online, but was under the impression that it was a quality company, both with merchandise and service. Therefore, I placed an order on Monday for 2 items to be sent as gifts to the same address. Immediately upon placing the order I realized my error in having the merchandise sent to me rather than to the gift recipient, since the site defaulted to the billing address.",1," Dec. 5, 2014","Eden Prairie, MN",Eden Prairie, MN,Williams Sonoma
417,"I placed an order by phone and the confirmation showed that appropriate discounts had not been applied. I called customer service and pointed this out, and was told that I had failed to read the fine print, not visible on the order form (I saved a screen shot). I pointed out the misleading and unfair nature of this and was told, basically, ""too bad."" I cancelled the $150 order and the rep couldn't have cared less. They lost a customer, and I've shopped there for over 15 years.",1," Dec. 3, 2014","Marietta, GA",Marietta, GA,Williams Sonoma
418,This company used to have excellent customer service and care about making the customer happy. I've been shopping at Williams-Sonoma for over twenty years and now I question why? They have become a terrible COMPANY AND SHOULD BE ASHAMED!!! The founder of Williams-Sonoma stood behind his products and believed in them. How sad it is to me how much it has changed.,1," Nov. 13, 2014","Galena, OH",Galena, OH,Williams Sonoma
419,"I typically do not order from WM online but I have on several occasions. If you order the food which comes from an outside vendor, things work very well. I have ordered chocolate truffles and the croissants which were both on time, well packaged and delicious. Anything else, has been a problem. I ordered a tea kettle online a couple of years ago and I received one that had obviously been used and returned to the company because it was rusty inside. Really? This year, on July 8, I ordered the WM Sonoma outdoor pillow with one letter. The delivery date was estimated to be 3-5 days. It was in stock when I ordered it. Very soon thereafter, I was sent an email telling me it was back ordered until July 23. I missed that email and so I called on July 17th to find out where my order was and the customer rep told me it was to be delivered on July 18th. ",1," July 25, 2014","Tampa, FL",Tampa, FL,Williams Sonoma
420,"I had purchased a 3 spatula @ $30 each. Purchases were made in two times within one week or two. One of the spatulas broke in first use (plastic part split on top). I went back to return it as to my product was defective. You don't expect $30 spatula to break after one use. Since I liked the design so much, I purchased it again but I did not have one of receipts. W-S will not take defective product back because the policy. I said that defective products must be taken back regardless (spatulas were monogrammed WS logo). I did not expect such poor service from a store like W-S. ",1," June 9, 2014","Yorktown, VA",Yorktown, VA,Williams Sonoma
421,"I ordered some loose tea online back in Feb. After waiting for a few weeks, I still hadn't gotten them in the mail. So I called the 800 number, the rep assured me that I would be getting them at the end of March. March went by, no tea, no e-email. Called the 800 number again, they assured me that I would be getting the tea in late April. Guess what, I just checked my order status on Sonoma website, now the projected date will be at the end of June.",1," May 20, 2014","Frisco, TX",Frisco, TX,Williams Sonoma
